"location","variable","estimate","year"
"Seattle city, Washington","S0802_C02_084",17.8,2012
"Seattle city, Washington","S0802_C02_085",7.9,2012
"Seattle city, Washington","S0802_C02_086",16.7,2012
"Seattle city, Washington","S0802_C02_087",7.1,2012
"Seattle city, Washington","S0802_C02_088",6.8,2012
"Seattle city, Washington","S0802_C02_089",3.2,2012
"Seattle city, Washington","S0802_C02_090",23.7,2012
"Seattle city, Washington","S0802_C02_091",179625,2012
"Seattle city, Washington","S0802_C02_092",54.6,2012
"Seattle city, Washington","S0802_C02_093",45.4,2012
"Seattle city, Washington","S0802_C02_094",1.1,2012
"Seattle city, Washington","S0802_C02_095",31.8,2012
"Seattle city, Washington","S0802_C02_096",43.5,2012
"Seattle city, Washington","S0802_C02_097",23.6,2012
"Seattle city, Washington","S0802_C02_098",NA,2012
"Seattle city, Washington","S0802_C02_099",NA,2012
"Seattle city, Washington","S0802_C02_100",NA,2012
"Seattle city, Washington","S0802_C02_101",NA,2012
"Seattle city, Washington","S0802_C03_001",31028,2012
"Seattle city, Washington","S0802_C03_002",1.5,2012
"Seattle city, Washington","S0802_C03_003",9.2,2012
"Seattle city, Washington","S0802_C03_004",53.3,2012
"Seattle city, Washington","S0802_C03_005",16.9,2012
"Seattle city, Washington","S0802_C03_006",10.5,2012
"Seattle city, Washington","S0802_C03_007",8.6,2012
"Seattle city, Washington","S0802_C03_008",38.6,2012
"Seattle city, Washington","S0802_C03_009",48.7,2012
"Seattle city, Washington","S0802_C03_010",51.3,2012
"Seattle city, Washington","S0802_C03_011",NA,2012
"Seattle city, Washington","S0802_C03_012",73.7,2012
"Seattle city, Washington","S0802_C03_013",5.1,2012
"Seattle city, Washington","S0802_C03_014",0.5,2012
"Seattle city, Washington","S0802_C03_015",15,2012
"Seattle city, Washington","S0802_C03_016",NA,2012
"Seattle city, Washington","S0802_C03_017",1.7,2012
"Seattle city, Washington","S0802_C03_018",3.8,2012
"Seattle city, Washington","S0802_C03_019",6.6,2012
"Seattle city, Washington","S0802_C03_020",69.9,2012
"Seattle city, Washington","S0802_C03_021",80.2,2012
"Seattle city, Washington","S0802_C03_022",19.8,2012
"Seattle city, Washington","S0802_C03_023",12.1,2012
"Seattle city, Washington","S0802_C03_024",7.7,2012
"Seattle city, Washington","S0802_C03_025",21.4,2012
"Seattle city, Washington","S0802_C03_026",12.9,2012
"Seattle city, Washington","S0802_C03_027",8.5,2012
"Seattle city, Washington","S0802_C03_028",31028,2012
"Seattle city, Washington","S0802_C03_029",10.4,2012
"Seattle city, Washington","S0802_C03_030",4.1,2012
"Seattle city, Washington","S0802_C03_031",11.5,2012
"Seattle city, Washington","S0802_C03_032",12.7,2012
"Seattle city, Washington","S0802_C03_033",16.3,2012
"Seattle city, Washington","S0802_C03_034",14.9,2012
"Seattle city, Washington","S0802_C03_035",6.3,2012
"Seattle city, Washington","S0802_C03_036",23.7,2012
"Seattle city, Washington","S0802_C03_037",41854,2012
"Seattle city, Washington","S0802_C03_038",30813,2012
"Seattle city, Washington","S0802_C03_039",4.1,2012
"Seattle city, Washington","S0802_C03_040",2.3,2012
"Seattle city, Washington","S0802_C03_041",93.6,2012
"Seattle city, Washington","S0802_C03_042",31028,2012
"Seattle city, Washington","S0802_C03_043",56,2012
"Seattle city, Washington","S0802_C03_044",14.8,2012
"Seattle city, Washington","S0802_C03_045",18.6,2012
"Seattle city, Washington","S0802_C03_046",5.1,2012
"Seattle city, Washington","S0802_C03_047",5.6,2012
"Seattle city, Washington","S0802_C03_048",0,2012
"Seattle city, Washington","S0802_C03_049",0.6,2012
"Seattle city, Washington","S0802_C03_050",5.2,2012
"Seattle city, Washington","S0802_C03_051",9.9,2012
"Seattle city, Washington","S0802_C03_052",1.1,2012
"Seattle city, Washington","S0802_C03_053",10.4,2012
"Seattle city, Washington","S0802_C03_054",0.9,2012
"Seattle city, Washington","S0802_C03_055",8.4,2012
"Seattle city, Washington","S0802_C03_056",17.6,2012
"Seattle city, Washington","S0802_C03_057",25.4,2012
"Seattle city, Washington","S0802_C03_058",11.5,2012
"Seattle city, Washington","S0802_C03_059",4.4,2012
"Seattle city, Washington","S0802_C03_060",4.4,2012
"Seattle city, Washington","S0802_C03_061",0.2,2012
"Seattle city, Washington","S0802_C03_062",82,2012
"Seattle city, Washington","S0802_C03_063",14.1,2012
"Seattle city, Washington","S0802_C03_064",3.9,2012
"Seattle city, Washington","S0802_C03_065",0,2012
"Seattle city, Washington","S0802_C03_066",98.2,2012
"Seattle city, Washington","S0802_C03_067",90.4,2012
"Seattle city, Washington","S0802_C03_068",7.8,2012
"Seattle city, Washington","S0802_C03_069",1.8,2012
"Seattle city, Washington","S0802_C03_070",31028,2012
"Seattle city, Washington","S0802_C03_071",2.3,2012
"Seattle city, Washington","S0802_C03_072",2.2,2012
"Seattle city, Washington","S0802_C03_073",3.5,2012
"Seattle city, Washington","S0802_C03_074",6.3,2012
"Seattle city, Washington","S0802_C03_075",10.5,2012
"Seattle city, Washington","S0802_C03_076",19.3,2012
"Seattle city, Washington","S0802_C03_077",16.5,2012
"Seattle city, Washington","S0802_C03_078",16.7,2012
"Seattle city, Washington","S0802_C03_079",6,2012
"Seattle city, Washington","S0802_C03_080",16.6,2012
"Seattle city, Washington","S0802_C03_081",7.9,2012
"Seattle city, Washington","S0802_C03_082",12.6,2012
"Seattle city, Washington","S0802_C03_083",15.7,2012
"Seattle city, Washington","S0802_C03_084",18,2012
"Seattle city, Washington","S0802_C03_085",8.7,2012
"Seattle city, Washington","S0802_C03_086",16.9,2012
"Seattle city, Washington","S0802_C03_087",6.3,2012
"Seattle city, Washington","S0802_C03_088",8.7,2012
"Seattle city, Washington","S0802_C03_089",5.3,2012
"Seattle city, Washington","S0802_C03_090",25.8,2012
"Seattle city, Washington","S0802_C03_091",30813,2012
"Seattle city, Washington","S0802_C03_092",60.5,2012
"Seattle city, Washington","S0802_C03_093",39.5,2012
"Seattle city, Washington","S0802_C03_094",4,2012
"Seattle city, Washington","S0802_C03_095",30.3,2012
"Seattle city, Washington","S0802_C03_096",42.5,2012
"Seattle city, Washington","S0802_C03_097",23.2,2012
"Seattle city, Washington","S0802_C03_098",NA,2012
"Seattle city, Washington","S0802_C03_099",NA,2012
"Seattle city, Washington","S0802_C03_100",NA,2012
"Seattle city, Washington","S0802_C03_101",NA,2012
"Seattle city, Washington","S0802_C04_001",72050,2012
"Seattle city, Washington","S0802_C04_002",2.2,2012
"Seattle city, Washington","S0802_C04_003",13.4,2012
"Seattle city, Washington","S0802_C04_004",56.5,2012
"Seattle city, Washington","S0802_C04_005",15.6,2012
"Seattle city, Washington","S0802_C04_006",6.1,2012
"Seattle city, Washington","S0802_C04_007",6.3,2012
"Seattle city, Washington","S0802_C04_008",33.9,2012
"Seattle city, Washington","S0802_C04_009",47.5,2012
"Seattle city, Washington","S0802_C04_010",52.5,2012
"Seattle city, Washington","S0802_C04_011",NA,2012
"Seattle city, Washington","S0802_C04_012",66,2012
"Seattle city, Washington","S0802_C04_013",6.6,2012
"Seattle city, Washington","S0802_C04_014",0.7,2012
"Seattle city, Washington","S0802_C04_015",18.2,2012
"Seattle city, Washington","S0802_C04_016",NA,2012
"Seattle city, Washington","S0802_C04_017",2,2012
"Seattle city, Washington","S0802_C04_018",6.1,2012
"Seattle city, Washington","S0802_C04_019",9.2,2012
"Seattle city, Washington","S0802_C04_020",60.8,2012
"Seattle city, Washington","S0802_C04_021",76.1,2012
"Seattle city, Washington","S0802_C04_022",23.9,2012
"Seattle city, Washington","S0802_C04_023",9.6,2012
"Seattle city, Washington","S0802_C04_024",14.3,2012
"Seattle city, Washington","S0802_C04_025",28.5,2012
"Seattle city, Washington","S0802_C04_026",18.3,2012
"Seattle city, Washington","S0802_C04_027",10.3,2012
"Seattle city, Washington","S0802_C04_028",72050,2012
"Seattle city, Washington","S0802_C04_029",12.4,2012
"Seattle city, Washington","S0802_C04_030",7.3,2012
"Seattle city, Washington","S0802_C04_031",16.6,2012
"Seattle city, Washington","S0802_C04_032",14.2,2012
"Seattle city, Washington","S0802_C04_033",16.1,2012
"Seattle city, Washington","S0802_C04_034",11.1,2012
"Seattle city, Washington","S0802_C04_035",4.6,2012
"Seattle city, Washington","S0802_C04_036",17.7,2012
"Seattle city, Washington","S0802_C04_037",34277,2012
"Seattle city, Washington","S0802_C04_038",71577,2012
"Seattle city, Washington","S0802_C04_039",8.7,2012
"Seattle city, Washington","S0802_C04_040",9.8,2012
"Seattle city, Washington","S0802_C04_041",81.5,2012
"Seattle city, Washington","S0802_C04_042",72050,2012
"Seattle city, Washington","S0802_C04_043",55.1,2012
"Seattle city, Washington","S0802_C04_044",17.8,2012
"Seattle city, Washington","S0802_C04_045",22.2,2012
"Seattle city, Washington","S0802_C04_046",1.6,2012
"Seattle city, Washington","S0802_C04_047",3.3,2012
"Seattle city, Washington","S0802_C04_048",0,2012
"Seattle city, Washington","S0802_C04_049",0.7,2012
"Seattle city, Washington","S0802_C04_050",1.2,2012
"Seattle city, Washington","S0802_C04_051",3.3,2012
"Seattle city, Washington","S0802_C04_052",1.3,2012
"Seattle city, Washington","S0802_C04_053",12.5,2012
"Seattle city, Washington","S0802_C04_054",2.6,2012
"Seattle city, Washington","S0802_C04_055",9.8,2012
"Seattle city, Washington","S0802_C04_056",21.5,2012
"Seattle city, Washington","S0802_C04_057",22.5,2012
"Seattle city, Washington","S0802_C04_058",15.4,2012
"Seattle city, Washington","S0802_C04_059",2.9,2012
"Seattle city, Washington","S0802_C04_060",6,2012
"Seattle city, Washington","S0802_C04_061",0.4,2012
"Seattle city, Washington","S0802_C04_062",79,2012
"Seattle city, Washington","S0802_C04_063",18.7,2012
"Seattle city, Washington","S0802_C04_064",2.3,2012
"Seattle city, Washington","S0802_C04_065",0,2012
"Seattle city, Washington","S0802_C04_066",99.3,2012
"Seattle city, Washington","S0802_C04_067",98.8,2012
"Seattle city, Washington","S0802_C04_068",0.5,2012
"Seattle city, Washington","S0802_C04_069",0.7,2012
"Seattle city, Washington","S0802_C04_070",72050,2012
"Seattle city, Washington","S0802_C04_071",1.9,2012
"Seattle city, Washington","S0802_C04_072",1.8,2012
"Seattle city, Washington","S0802_C04_073",2.5,2012
"Seattle city, Washington","S0802_C04_074",5.1,2012
"Seattle city, Washington","S0802_C04_075",7.3,2012
"Seattle city, Washington","S0802_C04_076",20.4,2012
"Seattle city, Washington","S0802_C04_077",14,2012
"Seattle city, Washington","S0802_C04_078",15.3,2012
"Seattle city, Washington","S0802_C04_079",5.6,2012
"Seattle city, Washington","S0802_C04_080",26.2,2012
"Seattle city, Washington","S0802_C04_081",0.4,2012
"Seattle city, Washington","S0802_C04_082",2.8,2012
"Seattle city, Washington","S0802_C04_083",6.6,2012
"Seattle city, Washington","S0802_C04_084",15.3,2012
"Seattle city, Washington","S0802_C04_085",7.1,2012
"Seattle city, Washington","S0802_C04_086",26,2012
"Seattle city, Washington","S0802_C04_087",13.4,2012
"Seattle city, Washington","S0802_C04_088",14.3,2012
"Seattle city, Washington","S0802_C04_089",14,2012
"Seattle city, Washington","S0802_C04_090",35.6,2012
"Seattle city, Washington","S0802_C04_091",71304,2012
"Seattle city, Washington","S0802_C04_092",36.8,2012
"Seattle city, Washington","S0802_C04_093",63.2,2012
"Seattle city, Washington","S0802_C04_094",21.1,2012
"Seattle city, Washington","S0802_C04_095",39.5,2012
"Seattle city, Washington","S0802_C04_096",24.1,2012
"Seattle city, Washington","S0802_C04_097",15.3,2012
"Seattle city, Washington","S0802_C04_098",NA,2012
"Seattle city, Washington","S0802_C04_099",NA,2012
"Seattle city, Washington","S0802_C04_100",NA,2012
"Seattle city, Washington","S0802_C04_101",NA,2012
"Seattle city, Washington","S0802_C01_001",374237,2013
"Seattle city, Washington","S0802_C01_002",1.5,2013
"Seattle city, Washington","S0802_C01_003",10.4,2013
"Seattle city, Washington","S0802_C01_004",54.9,2013
"Seattle city, Washington","S0802_C01_005",16.6,2013
"Seattle city, Washington","S0802_C01_006",7.5,2013
"Seattle city, Washington","S0802_C01_007",9.1,2013
"Seattle city, Washington","S0802_C01_008",37.5,2013
"Seattle city, Washington","S0802_C01_009",52.6,2013
"Seattle city, Washington","S0802_C01_010",47.4,2013
"Seattle city, Washington","S0802_C01_011",NA,2013
"Seattle city, Washington","S0802_C01_012",75.2,2013
"Seattle city, Washington","S0802_C01_013",4.6,2013
"Seattle city, Washington","S0802_C01_014",NA,2013
"Seattle city, Washington","S0802_C01_015",12.4,2013
"Seattle city, Washington","S0802_C01_016",NA,2013
"Seattle city, Washington","S0802_C01_017",2,2013
"Seattle city, Washington","S0802_C01_018",5,2013
"Seattle city, Washington","S0802_C01_019",6.2,2013
"Seattle city, Washington","S0802_C01_020",71.8,2013
"Seattle city, Washington","S0802_C01_021",82.3,2013
"Seattle city, Washington","S0802_C01_022",17.7,2013
"Seattle city, Washington","S0802_C01_023",8.7,2013
"Seattle city, Washington","S0802_C01_024",9,2013
"Seattle city, Washington","S0802_C01_025",19.3,2013
"Seattle city, Washington","S0802_C01_026",13.2,2013
"Seattle city, Washington","S0802_C01_027",6.1,2013
"Seattle city, Washington","S0802_C01_028",373865,2013
"Seattle city, Washington","S0802_C01_029",9.6,2013
"Seattle city, Washington","S0802_C01_030",5.2,2013
"Seattle city, Washington","S0802_C01_031",11.7,2013
"Seattle city, Washington","S0802_C01_032",11.8,2013
"Seattle city, Washington","S0802_C01_033",14.6,2013
"Seattle city, Washington","S0802_C01_034",12.2,2013
"Seattle city, Washington","S0802_C01_035",5.9,2013
"Seattle city, Washington","S0802_C01_036",29,2013
"Seattle city, Washington","S0802_C01_037",46125,2013
"Seattle city, Washington","S0802_C01_038",370767,2013
"Seattle city, Washington","S0802_C01_039",7.1,2013
"Seattle city, Washington","S0802_C01_040",4.2,2013
"Seattle city, Washington","S0802_C01_041",88.7,2013
"Seattle city, Washington","S0802_C01_042",374237,2013
"Seattle city, Washington","S0802_C01_043",55.7,2013
"Seattle city, Washington","S0802_C01_044",16,2013
"Seattle city, Washington","S0802_C01_045",19,2013
"Seattle city, Washington","S0802_C01_046",3.1,2013
"Seattle city, Washington","S0802_C01_047",5.9,2013
"Seattle city, Washington","S0802_C01_048",0.2,2013
"Seattle city, Washington","S0802_C01_049",0.3,2013
"Seattle city, Washington","S0802_C01_050",3.1,2013
"Seattle city, Washington","S0802_C01_051",7.2,2013
"Seattle city, Washington","S0802_C01_052",2.3,2013
"Seattle city, Washington","S0802_C01_053",11.8,2013
"Seattle city, Washington","S0802_C01_054",3.1,2013
"Seattle city, Washington","S0802_C01_055",10.2,2013
"Seattle city, Washington","S0802_C01_056",20,2013
"Seattle city, Washington","S0802_C01_057",22.4,2013
"Seattle city, Washington","S0802_C01_058",10.7,2013
"Seattle city, Washington","S0802_C01_059",5.1,2013
"Seattle city, Washington","S0802_C01_060",3.4,2013
"Seattle city, Washington","S0802_C01_061",0.4,2013
"Seattle city, Washington","S0802_C01_062",80.2,2013
"Seattle city, Washington","S0802_C01_063",13.6,2013
"Seattle city, Washington","S0802_C01_064",5.9,2013
"Seattle city, Washington","S0802_C01_065",0.2,2013
"Seattle city, Washington","S0802_C01_066",99.2,2013
"Seattle city, Washington","S0802_C01_067",94.4,2013
"Seattle city, Washington","S0802_C01_068",4.7,2013
"Seattle city, Washington","S0802_C01_069",0.8,2013
"Seattle city, Washington","S0802_C01_070",349110,2013
"Seattle city, Washington","S0802_C01_071",2.7,2013
"Seattle city, Washington","S0802_C01_072",1.9,2013
"Seattle city, Washington","S0802_C01_073",2.9,2013
"Seattle city, Washington","S0802_C01_074",6.4,2013
"Seattle city, Washington","S0802_C01_075",7.3,2013
"Seattle city, Washington","S0802_C01_076",13.4,2013
"Seattle city, Washington","S0802_C01_077",13.3,2013
"Seattle city, Washington","S0802_C01_078",14.8,2013
"Seattle city, Washington","S0802_C01_079",9.4,2013
"Seattle city, Washington","S0802_C01_080",28,2013
"Seattle city, Washington","S0802_C01_081",7.6,2013
"Seattle city, Washington","S0802_C01_082",11.4,2013
"Seattle city, Washington","S0802_C01_083",15,2013
"Seattle city, Washington","S0802_C01_084",17.7,2013
"Seattle city, Washington","S0802_C01_085",7.8,2013
"Seattle city, Washington","S0802_C01_086",16.7,2013
"Seattle city, Washington","S0802_C01_087",8.7,2013
"Seattle city, Washington","S0802_C01_088",9.4,2013
"Seattle city, Washington","S0802_C01_089",5.7,2013
"Seattle city, Washington","S0802_C01_090",26.2,2013
"Seattle city, Washington","S0802_C01_091",369611,2013
"Seattle city, Washington","S0802_C01_092",47.6,2013
"Seattle city, Washington","S0802_C01_093",52.4,2013
"Seattle city, Washington","S0802_C01_094",8.5,2013
"Seattle city, Washington","S0802_C01_095",35.5,2013
"Seattle city, Washington","S0802_C01_096",39,2013
"Seattle city, Washington","S0802_C01_097",17,2013
"Seattle city, Washington","S0802_C01_098",8.3,2013
"Seattle city, Washington","S0802_C01_099",15.5,2013
"Seattle city, Washington","S0802_C01_100",11.4,2013
"Seattle city, Washington","S0802_C01_101",0.8,2013
"Seattle city, Washington","S0802_C02_001",188863,2013
"Seattle city, Washington","S0802_C02_002",0.8,2013
"Seattle city, Washington","S0802_C02_003",7.2,2013
"Seattle city, Washington","S0802_C02_004",54.3,2013
"Seattle city, Washington","S0802_C02_005",18.4,2013
"Seattle city, Washington","S0802_C02_006",9.2,2013
"Seattle city, Washington","S0802_C02_007",10,2013
"Seattle city, Washington","S0802_C02_008",39.9,2013
"Seattle city, Washington","S0802_C02_009",52.8,2013
"Seattle city, Washington","S0802_C02_010",47.2,2013
"Seattle city, Washington","S0802_C02_011",NA,2013
"Seattle city, Washington","S0802_C02_012",76.9,2013
"Seattle city, Washington","S0802_C02_013",4.7,2013
"Seattle city, Washington","S0802_C02_014",NA,2013
"Seattle city, Washington","S0802_C02_015",12.1,2013
"Seattle city, Washington","S0802_C02_016",NA,2013
"Seattle city, Washington","S0802_C02_017",1.5,2013
"Seattle city, Washington","S0802_C02_018",4,2013
"Seattle city, Washington","S0802_C02_019",4.9,2013
"Seattle city, Washington","S0802_C02_020",74,2013
"Seattle city, Washington","S0802_C02_021",83,2013
"Seattle city, Washington","S0802_C02_022",17,2013
"Seattle city, Washington","S0802_C02_023",9.8,2013
"Seattle city, Washington","S0802_C02_024",7.2,2013
"Seattle city, Washington","S0802_C02_025",17.4,2013
"Seattle city, Washington","S0802_C02_026",11.9,2013
"Seattle city, Washington","S0802_C02_027",5.5,2013
"Seattle city, Washington","S0802_C02_028",188863,2013
"Seattle city, Washington","S0802_C02_029",7.2,2013
"Seattle city, Washington","S0802_C02_030",4.6,2013
"Seattle city, Washington","S0802_C02_031",9.7,2013
"Seattle city, Washington","S0802_C02_032",11.3,2013
"Seattle city, Washington","S0802_C02_033",15.3,2013
"Seattle city, Washington","S0802_C02_034",14.4,2013
"Seattle city, Washington","S0802_C02_035",6.1,2013
"Seattle city, Washington","S0802_C02_036",31.5,2013
"Seattle city, Washington","S0802_C02_037",51009,2013
"Seattle city, Washington","S0802_C02_038",188654,2013
"Seattle city, Washington","S0802_C02_039",5.3,2013
"Seattle city, Washington","S0802_C02_040",3.9,2013
"Seattle city, Washington","S0802_C02_041",90.8,2013
"Seattle city, Washington","S0802_C02_042",188863,2013
"Seattle city, Washington","S0802_C02_043",55.3,2013
"Seattle city, Washington","S0802_C02_044",15.5,2013
"Seattle city, Washington","S0802_C02_045",17,2013
"Seattle city, Washington","S0802_C02_046",4.5,2013
"Seattle city, Washington","S0802_C02_047",7.4,2013
"Seattle city, Washington","S0802_C02_048",0.4,2013
"Seattle city, Washington","S0802_C02_049",0.2,2013
"Seattle city, Washington","S0802_C02_050",4.4,2013
"Seattle city, Washington","S0802_C02_051",9.2,2013
"Seattle city, Washington","S0802_C02_052",3,2013
"Seattle city, Washington","S0802_C02_053",10.1,2013
"Seattle city, Washington","S0802_C02_054",3.4,2013
"Seattle city, Washington","S0802_C02_055",9.6,2013
"Seattle city, Washington","S0802_C02_056",17.8,2013
"Seattle city, Washington","S0802_C02_057",23.3,2013
"Seattle city, Washington","S0802_C02_058",9.2,2013
"Seattle city, Washington","S0802_C02_059",5.9,2013
"Seattle city, Washington","S0802_C02_060",3.3,2013
"Seattle city, Washington","S0802_C02_061",0.5,2013
"Seattle city, Washington","S0802_C02_062",80.4,2013
"Seattle city, Washington","S0802_C02_063",13.5,2013
"Seattle city, Washington","S0802_C02_064",6,2013
"Seattle city, Washington","S0802_C02_065",0.1,2013
"Seattle city, Washington","S0802_C02_066",99.1,2013
"Seattle city, Washington","S0802_C02_067",91.9,2013
"Seattle city, Washington","S0802_C02_068",7.2,2013
"Seattle city, Washington","S0802_C02_069",0.9,2013
"Seattle city, Washington","S0802_C02_070",188863,2013
"Seattle city, Washington","S0802_C02_071",3.2,2013
"Seattle city, Washington","S0802_C02_072",2.6,2013
"Seattle city, Washington","S0802_C02_073",3.6,2013
"Seattle city, Washington","S0802_C02_074",6.9,2013
"Seattle city, Washington","S0802_C02_075",8.2,2013
"Seattle city, Washington","S0802_C02_076",13.4,2013
"Seattle city, Washington","S0802_C02_077",12.7,2013
"Seattle city, Washington","S0802_C02_078",14.1,2013
"Seattle city, Washington","S0802_C02_079",9.3,2013
"Seattle city, Washington","S0802_C02_080",26.1,2013
"Seattle city, Washington","S0802_C02_081",6.9,2013
"Seattle city, Washington","S0802_C02_082",13.4,2013
"Seattle city, Washington","S0802_C02_083",15.7,2013
"Seattle city, Washington","S0802_C02_084",19.8,2013
"Seattle city, Washington","S0802_C02_085",8.5,2013
"Seattle city, Washington","S0802_C02_086",15.8,2013
"Seattle city, Washington","S0802_C02_087",8.9,2013
"Seattle city, Washington","S0802_C02_088",8.2,2013
"Seattle city, Washington","S0802_C02_089",2.8,2013
"Seattle city, Washington","S0802_C02_090",24.4,2013
"Seattle city, Washington","S0802_C02_091",188630,2013
"Seattle city, Washington","S0802_C02_092",54.5,2013
"Seattle city, Washington","S0802_C02_093",45.5,2013
"Seattle city, Washington","S0802_C02_094",1.2,2013
"Seattle city, Washington","S0802_C02_095",30.5,2013
"Seattle city, Washington","S0802_C02_096",45.4,2013
"Seattle city, Washington","S0802_C02_097",22.9,2013
"Seattle city, Washington","S0802_C02_098",NA,2013
"Seattle city, Washington","S0802_C02_099",NA,2013
"Seattle city, Washington","S0802_C02_100",NA,2013
"Seattle city, Washington","S0802_C02_101",NA,2013
"Seattle city, Washington","S0802_C03_001",30113,2013
"Seattle city, Washington","S0802_C03_002",0.9,2013
"Seattle city, Washington","S0802_C03_003",11.2,2013
"Seattle city, Washington","S0802_C03_004",57.2,2013
"Seattle city, Washington","S0802_C03_005",15.9,2013
"Seattle city, Washington","S0802_C03_006",6.6,2013
"Seattle city, Washington","S0802_C03_007",8.1,2013
"Seattle city, Washington","S0802_C03_008",37.4,2013
"Seattle city, Washington","S0802_C03_009",46.5,2013
"Seattle city, Washington","S0802_C03_010",53.5,2013
"Seattle city, Washington","S0802_C03_011",NA,2013
"Seattle city, Washington","S0802_C03_012",68.9,2013
"Seattle city, Washington","S0802_C03_013",3.8,2013
"Seattle city, Washington","S0802_C03_014",NA,2013
"Seattle city, Washington","S0802_C03_015",18.1,2013
"Seattle city, Washington","S0802_C03_016",NA,2013
"Seattle city, Washington","S0802_C03_017",2.9,2013
"Seattle city, Washington","S0802_C03_018",5.9,2013
"Seattle city, Washington","S0802_C03_019",6.5,2013
"Seattle city, Washington","S0802_C03_020",65.4,2013
"Seattle city, Washington","S0802_C03_021",78,2013
"Seattle city, Washington","S0802_C03_022",22,2013
"Seattle city, Washington","S0802_C03_023",10.8,2013
"Seattle city, Washington","S0802_C03_024",11.2,2013
"Seattle city, Washington","S0802_C03_025",24.2,2013
"Seattle city, Washington","S0802_C03_026",13.7,2013
"Seattle city, Washington","S0802_C03_027",10.5,2013
"Seattle city, Washington","S0802_C03_028",29741,2013
"Seattle city, Washington","S0802_C03_029",8.4,2013
"Seattle city, Washington","S0802_C03_030",5.1,2013
"Seattle city, Washington","S0802_C03_031",12.3,2013
"Seattle city, Washington","S0802_C03_032",16.2,2013
"Seattle city, Washington","S0802_C03_033",14.5,2013
"Seattle city, Washington","S0802_C03_034",9.4,2013
"Seattle city, Washington","S0802_C03_035",5,2013
"Seattle city, Washington","S0802_C03_036",29.2,2013
"Seattle city, Washington","S0802_C03_037",41129,2013
"Seattle city, Washington","S0802_C03_038",29958,2013
"Seattle city, Washington","S0802_C03_039",6.5,2013
"Seattle city, Washington","S0802_C03_040",2.3,2013
"Seattle city, Washington","S0802_C03_041",91.2,2013
"Seattle city, Washington","S0802_C03_042",30113,2013
"Seattle city, Washington","S0802_C03_043",54.1,2013
"Seattle city, Washington","S0802_C03_044",18.6,2013
"Seattle city, Washington","S0802_C03_045",19.4,2013
"Seattle city, Washington","S0802_C03_046",1.5,2013
"Seattle city, Washington","S0802_C03_047",6.3,2013
"Seattle city, Washington","S0802_C03_048",0,2013
"Seattle city, Washington","S0802_C03_049",1,2013
"Seattle city, Washington","S0802_C03_050",1.7,2013
"Seattle city, Washington","S0802_C03_051",6.9,2013
"Seattle city, Washington","S0802_C03_052",1.8,2013
"Seattle city, Washington","S0802_C03_053",13,2013
"Seattle city, Washington","S0802_C03_054",2.1,2013
"Seattle city, Washington","S0802_C03_055",7.6,2013
"Seattle city, Washington","S0802_C03_056",17.8,2013
"Seattle city, Washington","S0802_C03_057",26.6,2013
"Seattle city, Washington","S0802_C03_058",14.4,2013
"Seattle city, Washington","S0802_C03_059",4.4,2013
"Seattle city, Washington","S0802_C03_060",2.6,2013
"Seattle city, Washington","S0802_C03_061",0,2013
"Seattle city, Washington","S0802_C03_062",81.7,2013
"Seattle city, Washington","S0802_C03_063",14,2013
"Seattle city, Washington","S0802_C03_064",3.1,2013
"Seattle city, Washington","S0802_C03_065",1.2,2013
"Seattle city, Washington","S0802_C03_066",100,2013
"Seattle city, Washington","S0802_C03_067",93.5,2013
"Seattle city, Washington","S0802_C03_068",6.5,2013
"Seattle city, Washington","S0802_C03_069",0,2013
"Seattle city, Washington","S0802_C03_070",30113,2013
"Seattle city, Washington","S0802_C03_071",1.4,2013
"Seattle city, Washington","S0802_C03_072",1.4,2013
"Seattle city, Washington","S0802_C03_073",0.8,2013
"Seattle city, Washington","S0802_C03_074",6.1,2013
"Seattle city, Washington","S0802_C03_075",8.1,2013
"Seattle city, Washington","S0802_C03_076",14.7,2013
"Seattle city, Washington","S0802_C03_077",13.7,2013
"Seattle city, Washington","S0802_C03_078",19.4,2013
"Seattle city, Washington","S0802_C03_079",7.4,2013
"Seattle city, Washington","S0802_C03_080",27.1,2013
"Seattle city, Washington","S0802_C03_081",6.8,2013
"Seattle city, Washington","S0802_C03_082",12.5,2013
"Seattle city, Washington","S0802_C03_083",21.1,2013
"Seattle city, Washington","S0802_C03_084",21.3,2013
"Seattle city, Washington","S0802_C03_085",6.5,2013
"Seattle city, Washington","S0802_C03_086",13.1,2013
"Seattle city, Washington","S0802_C03_087",4.1,2013
"Seattle city, Washington","S0802_C03_088",8.6,2013
"Seattle city, Washington","S0802_C03_089",6,2013
"Seattle city, Washington","S0802_C03_090",24.9,2013
"Seattle city, Washington","S0802_C03_091",29958,2013
"Seattle city, Washington","S0802_C03_092",53.1,2013
"Seattle city, Washington","S0802_C03_093",46.9,2013
"Seattle city, Washington","S0802_C03_094",3.2,2013
"Seattle city, Washington","S0802_C03_095",30.9,2013
"Seattle city, Washington","S0802_C03_096",48.8,2013
"Seattle city, Washington","S0802_C03_097",17.1,2013
"Seattle city, Washington","S0802_C03_098",NA,2013
"Seattle city, Washington","S0802_C03_099",NA,2013
"Seattle city, Washington","S0802_C03_100",NA,2013
"Seattle city, Washington","S0802_C03_101",NA,2013
"Seattle city, Washington","S0802_C04_001",78271,2013
