"location","variable","estimate","year"
"Seattle city, Washington","S0802_C02_069",0.6,2015
"Seattle city, Washington","S0802_C02_070",197674,2015
"Seattle city, Washington","S0802_C02_071",3.7,2015
"Seattle city, Washington","S0802_C02_072",2.4,2015
"Seattle city, Washington","S0802_C02_073",2.6,2015
"Seattle city, Washington","S0802_C02_074",7,2015
"Seattle city, Washington","S0802_C02_075",9.4,2015
"Seattle city, Washington","S0802_C02_076",11.3,2015
"Seattle city, Washington","S0802_C02_077",13.5,2015
"Seattle city, Washington","S0802_C02_078",13.8,2015
"Seattle city, Washington","S0802_C02_079",8.3,2015
"Seattle city, Washington","S0802_C02_080",28.2,2015
"Seattle city, Washington","S0802_C02_081",6.3,2015
"Seattle city, Washington","S0802_C02_082",12.1,2015
"Seattle city, Washington","S0802_C02_083",16.7,2015
"Seattle city, Washington","S0802_C02_084",18.4,2015
"Seattle city, Washington","S0802_C02_085",8.4,2015
"Seattle city, Washington","S0802_C02_086",18.1,2015
"Seattle city, Washington","S0802_C02_087",9,2015
"Seattle city, Washington","S0802_C02_088",7.3,2015
"Seattle city, Washington","S0802_C02_089",3.8,2015
"Seattle city, Washington","S0802_C02_090",24.9,2015
"Seattle city, Washington","S0802_C02_091",196977,2015
"Seattle city, Washington","S0802_C02_092",55.7,2015
"Seattle city, Washington","S0802_C02_093",44.3,2015
"Seattle city, Washington","S0802_C02_094",1.2,2015
"Seattle city, Washington","S0802_C02_095",31.1,2015
"Seattle city, Washington","S0802_C02_096",45.5,2015
"Seattle city, Washington","S0802_C02_097",22.2,2015
"Seattle city, Washington","S0802_C02_098",NA,2015
"Seattle city, Washington","S0802_C02_099",NA,2015
"Seattle city, Washington","S0802_C02_100",NA,2015
"Seattle city, Washington","S0802_C02_101",NA,2015
"Seattle city, Washington","S0802_C03_001",29957,2015
"Seattle city, Washington","S0802_C03_002",2.7,2015
"Seattle city, Washington","S0802_C03_003",6.6,2015
"Seattle city, Washington","S0802_C03_004",59.1,2015
"Seattle city, Washington","S0802_C03_005",17.9,2015
"Seattle city, Washington","S0802_C03_006",6.6,2015
"Seattle city, Washington","S0802_C03_007",7.2,2015
"Seattle city, Washington","S0802_C03_008",36.5,2015
"Seattle city, Washington","S0802_C03_009",49.2,2015
"Seattle city, Washington","S0802_C03_010",50.8,2015
"Seattle city, Washington","S0802_C03_011",NA,2015
"Seattle city, Washington","S0802_C03_012",67,2015
"Seattle city, Washington","S0802_C03_013",6.7,2015
"Seattle city, Washington","S0802_C03_014",NA,2015
"Seattle city, Washington","S0802_C03_015",20.4,2015
"Seattle city, Washington","S0802_C03_016",NA,2015
"Seattle city, Washington","S0802_C03_017",2.5,2015
"Seattle city, Washington","S0802_C03_018",3.1,2015
"Seattle city, Washington","S0802_C03_019",5,2015
"Seattle city, Washington","S0802_C03_020",64.3,2015
"Seattle city, Washington","S0802_C03_021",78.2,2015
"Seattle city, Washington","S0802_C03_022",21.8,2015
"Seattle city, Washington","S0802_C03_023",11.8,2015
"Seattle city, Washington","S0802_C03_024",10,2015
"Seattle city, Washington","S0802_C03_025",23.7,2015
"Seattle city, Washington","S0802_C03_026",13.7,2015
"Seattle city, Washington","S0802_C03_027",10.1,2015
"Seattle city, Washington","S0802_C03_028",29957,2015
"Seattle city, Washington","S0802_C03_029",8.6,2015
"Seattle city, Washington","S0802_C03_030",5.5,2015
"Seattle city, Washington","S0802_C03_031",10.5,2015
"Seattle city, Washington","S0802_C03_032",11.1,2015
"Seattle city, Washington","S0802_C03_033",12.8,2015
"Seattle city, Washington","S0802_C03_034",9.8,2015
"Seattle city, Washington","S0802_C03_035",7.6,2015
"Seattle city, Washington","S0802_C03_036",34.2,2015
"Seattle city, Washington","S0802_C03_037",51396,2015
"Seattle city, Washington","S0802_C03_038",29957,2015
"Seattle city, Washington","S0802_C03_039",4.1,2015
"Seattle city, Washington","S0802_C03_040",7,2015
"Seattle city, Washington","S0802_C03_041",88.9,2015
"Seattle city, Washington","S0802_C03_042",29957,2015
"Seattle city, Washington","S0802_C03_043",52.9,2015
"Seattle city, Washington","S0802_C03_044",15.3,2015
"Seattle city, Washington","S0802_C03_045",19.9,2015
"Seattle city, Washington","S0802_C03_046",5.1,2015
"Seattle city, Washington","S0802_C03_047",6.5,2015
"Seattle city, Washington","S0802_C03_048",0.2,2015
"Seattle city, Washington","S0802_C03_049",0.4,2015
"Seattle city, Washington","S0802_C03_050",3.6,2015
"Seattle city, Washington","S0802_C03_051",5.1,2015
"Seattle city, Washington","S0802_C03_052",3.2,2015
"Seattle city, Washington","S0802_C03_053",12.9,2015
"Seattle city, Washington","S0802_C03_054",2.2,2015
"Seattle city, Washington","S0802_C03_055",9.9,2015
"Seattle city, Washington","S0802_C03_056",18.3,2015
"Seattle city, Washington","S0802_C03_057",20.5,2015
"Seattle city, Washington","S0802_C03_058",15.6,2015
"Seattle city, Washington","S0802_C03_059",3.1,2015
"Seattle city, Washington","S0802_C03_060",4.9,2015
"Seattle city, Washington","S0802_C03_061",0.2,2015
"Seattle city, Washington","S0802_C03_062",84.7,2015
"Seattle city, Washington","S0802_C03_063",11.9,2015
"Seattle city, Washington","S0802_C03_064",3.4,2015
"Seattle city, Washington","S0802_C03_065",0,2015
"Seattle city, Washington","S0802_C03_066",99.1,2015
"Seattle city, Washington","S0802_C03_067",94,2015
"Seattle city, Washington","S0802_C03_068",5.1,2015
"Seattle city, Washington","S0802_C03_069",0.9,2015
"Seattle city, Washington","S0802_C03_070",29957,2015
"Seattle city, Washington","S0802_C03_071",2,2015
"Seattle city, Washington","S0802_C03_072",2,2015
"Seattle city, Washington","S0802_C03_073",1.6,2015
"Seattle city, Washington","S0802_C03_074",7.2,2015
"Seattle city, Washington","S0802_C03_075",12.2,2015
"Seattle city, Washington","S0802_C03_076",12.6,2015
"Seattle city, Washington","S0802_C03_077",13.5,2015
"Seattle city, Washington","S0802_C03_078",14.5,2015
"Seattle city, Washington","S0802_C03_079",7.7,2015
"Seattle city, Washington","S0802_C03_080",26.7,2015
"Seattle city, Washington","S0802_C03_081",7.1,2015
"Seattle city, Washington","S0802_C03_082",7.5,2015
"Seattle city, Washington","S0802_C03_083",15.2,2015
"Seattle city, Washington","S0802_C03_084",17.2,2015
"Seattle city, Washington","S0802_C03_085",13.5,2015
"Seattle city, Washington","S0802_C03_086",18.2,2015
"Seattle city, Washington","S0802_C03_087",7.6,2015
"Seattle city, Washington","S0802_C03_088",7.4,2015
"Seattle city, Washington","S0802_C03_089",6.2,2015
"Seattle city, Washington","S0802_C03_090",26.7,2015
"Seattle city, Washington","S0802_C03_091",29957,2015
"Seattle city, Washington","S0802_C03_092",56,2015
"Seattle city, Washington","S0802_C03_093",44,2015
"Seattle city, Washington","S0802_C03_094",1.9,2015
"Seattle city, Washington","S0802_C03_095",35.2,2015
"Seattle city, Washington","S0802_C03_096",41.2,2015
"Seattle city, Washington","S0802_C03_097",21.8,2015
"Seattle city, Washington","S0802_C03_098",NA,2015
"Seattle city, Washington","S0802_C03_099",NA,2015
"Seattle city, Washington","S0802_C03_100",NA,2015
"Seattle city, Washington","S0802_C03_101",NA,2015
"Seattle city, Washington","S0802_C04_001",85714,2015
"Seattle city, Washington","S0802_C04_002",1.7,2015
"Seattle city, Washington","S0802_C04_003",13.6,2015
"Seattle city, Washington","S0802_C04_004",60.7,2015
"Seattle city, Washington","S0802_C04_005",12.2,2015
"Seattle city, Washington","S0802_C04_006",4.7,2015
"Seattle city, Washington","S0802_C04_007",7.1,2015
"Seattle city, Washington","S0802_C04_008",32.8,2015
"Seattle city, Washington","S0802_C04_009",50.4,2015
"Seattle city, Washington","S0802_C04_010",49.6,2015
"Seattle city, Washington","S0802_C04_011",NA,2015
"Seattle city, Washington","S0802_C04_012",67.1,2015
"Seattle city, Washington","S0802_C04_013",8,2015
"Seattle city, Washington","S0802_C04_014",NA,2015
"Seattle city, Washington","S0802_C04_015",14.9,2015
"Seattle city, Washington","S0802_C04_016",NA,2015
"Seattle city, Washington","S0802_C04_017",2.9,2015
"Seattle city, Washington","S0802_C04_018",6,2015
"Seattle city, Washington","S0802_C04_019",7.9,2015
"Seattle city, Washington","S0802_C04_020",63.3,2015
"Seattle city, Washington","S0802_C04_021",81.2,2015
"Seattle city, Washington","S0802_C04_022",18.8,2015
"Seattle city, Washington","S0802_C04_023",7.9,2015
"Seattle city, Washington","S0802_C04_024",10.9,2015
"Seattle city, Washington","S0802_C04_025",21.9,2015
"Seattle city, Washington","S0802_C04_026",14,2015
"Seattle city, Washington","S0802_C04_027",8,2015
"Seattle city, Washington","S0802_C04_028",85714,2015
"Seattle city, Washington","S0802_C04_029",10.6,2015
"Seattle city, Washington","S0802_C04_030",5.6,2015
"Seattle city, Washington","S0802_C04_031",13.1,2015
"Seattle city, Washington","S0802_C04_032",12.7,2015
"Seattle city, Washington","S0802_C04_033",14.6,2015
"Seattle city, Washington","S0802_C04_034",14.8,2015
"Seattle city, Washington","S0802_C04_035",4.4,2015
"Seattle city, Washington","S0802_C04_036",24.1,2015
"Seattle city, Washington","S0802_C04_037",41882,2015
"Seattle city, Washington","S0802_C04_038",84808,2015
"Seattle city, Washington","S0802_C04_039",8.1,2015
"Seattle city, Washington","S0802_C04_040",4.3,2015
"Seattle city, Washington","S0802_C04_041",87.6,2015
"Seattle city, Washington","S0802_C04_042",85714,2015
"Seattle city, Washington","S0802_C04_043",56.7,2015
"Seattle city, Washington","S0802_C04_044",17.7,2015
"Seattle city, Washington","S0802_C04_045",19.3,2015
"Seattle city, Washington","S0802_C04_046",2.3,2015
"Seattle city, Washington","S0802_C04_047",4,2015
"Seattle city, Washington","S0802_C04_048",0.1,2015
"Seattle city, Washington","S0802_C04_049",0.5,2015
"Seattle city, Washington","S0802_C04_050",1.8,2015
"Seattle city, Washington","S0802_C04_051",3.7,2015
"Seattle city, Washington","S0802_C04_052",1.6,2015
"Seattle city, Washington","S0802_C04_053",14.1,2015
"Seattle city, Washington","S0802_C04_054",1.9,2015
"Seattle city, Washington","S0802_C04_055",9.3,2015
"Seattle city, Washington","S0802_C04_056",23.9,2015
"Seattle city, Washington","S0802_C04_057",22.5,2015
"Seattle city, Washington","S0802_C04_058",13.8,2015
"Seattle city, Washington","S0802_C04_059",3,2015
"Seattle city, Washington","S0802_C04_060",3.7,2015
"Seattle city, Washington","S0802_C04_061",0.2,2015
"Seattle city, Washington","S0802_C04_062",83,2015
"Seattle city, Washington","S0802_C04_063",14.5,2015
"Seattle city, Washington","S0802_C04_064",2.4,2015
"Seattle city, Washington","S0802_C04_065",0.1,2015
"Seattle city, Washington","S0802_C04_066",99.4,2015
"Seattle city, Washington","S0802_C04_067",97.8,2015
"Seattle city, Washington","S0802_C04_068",1.5,2015
"Seattle city, Washington","S0802_C04_069",0.6,2015
"Seattle city, Washington","S0802_C04_070",85714,2015
"Seattle city, Washington","S0802_C04_071",1.1,2015
"Seattle city, Washington","S0802_C04_072",2,2015
"Seattle city, Washington","S0802_C04_073",2.8,2015
"Seattle city, Washington","S0802_C04_074",5.3,2015
"Seattle city, Washington","S0802_C04_075",8.6,2015
"Seattle city, Washington","S0802_C04_076",17.3,2015
"Seattle city, Washington","S0802_C04_077",14.8,2015
"Seattle city, Washington","S0802_C04_078",16.5,2015
"Seattle city, Washington","S0802_C04_079",8.6,2015
"Seattle city, Washington","S0802_C04_080",22.8,2015
"Seattle city, Washington","S0802_C04_081",0.7,2015
"Seattle city, Washington","S0802_C04_082",2.6,2015
"Seattle city, Washington","S0802_C04_083",5.5,2015
"Seattle city, Washington","S0802_C04_084",10.4,2015
"Seattle city, Washington","S0802_C04_085",7.5,2015
"Seattle city, Washington","S0802_C04_086",26.6,2015
"Seattle city, Washington","S0802_C04_087",12.9,2015
"Seattle city, Washington","S0802_C04_088",17.6,2015
"Seattle city, Washington","S0802_C04_089",16.2,2015
"Seattle city, Washington","S0802_C04_090",38,2015
"Seattle city, Washington","S0802_C04_091",84489,2015
"Seattle city, Washington","S0802_C04_092",35.9,2015
"Seattle city, Washington","S0802_C04_093",64.1,2015
"Seattle city, Washington","S0802_C04_094",20.7,2015
"Seattle city, Washington","S0802_C04_095",41.8,2015
"Seattle city, Washington","S0802_C04_096",23.9,2015
"Seattle city, Washington","S0802_C04_097",13.6,2015
"Seattle city, Washington","S0802_C04_098",NA,2015
"Seattle city, Washington","S0802_C04_099",NA,2015
"Seattle city, Washington","S0802_C04_100",NA,2015
"Seattle city, Washington","S0802_C04_101",NA,2015
"Seattle city, Washington","S0802_C01_001",419233,2016
"Seattle city, Washington","S0802_C01_002",2,2016
"Seattle city, Washington","S0802_C01_003",9.8,2016
"Seattle city, Washington","S0802_C01_004",54.7,2016
"Seattle city, Washington","S0802_C01_005",16.3,2016
"Seattle city, Washington","S0802_C01_006",6.7,2016
"Seattle city, Washington","S0802_C01_007",10.5,2016
"Seattle city, Washington","S0802_C01_008",36.9,2016
"Seattle city, Washington","S0802_C01_009",52.8,2016
"Seattle city, Washington","S0802_C01_010",47.2,2016
"Seattle city, Washington","S0802_C01_011",NA,2016
"Seattle city, Washington","S0802_C01_012",72.3,2016
"Seattle city, Washington","S0802_C01_013",5.1,2016
"Seattle city, Washington","S0802_C01_014",NA,2016
"Seattle city, Washington","S0802_C01_015",14,2016
"Seattle city, Washington","S0802_C01_016",NA,2016
"Seattle city, Washington","S0802_C01_017",2.7,2016
"Seattle city, Washington","S0802_C01_018",5.4,2016
"Seattle city, Washington","S0802_C01_019",6.9,2016
"Seattle city, Washington","S0802_C01_020",68.8,2016
"Seattle city, Washington","S0802_C01_021",80.8,2016
"Seattle city, Washington","S0802_C01_022",19.2,2016
"Seattle city, Washington","S0802_C01_023",9.8,2016
"Seattle city, Washington","S0802_C01_024",9.4,2016
"Seattle city, Washington","S0802_C01_025",18.8,2016
"Seattle city, Washington","S0802_C01_026",12.6,2016
"Seattle city, Washington","S0802_C01_027",6.2,2016
"Seattle city, Washington","S0802_C01_028",419233,2016
"Seattle city, Washington","S0802_C01_029",8.3,2016
"Seattle city, Washington","S0802_C01_030",4.8,2016
"Seattle city, Washington","S0802_C01_031",10.4,2016
"Seattle city, Washington","S0802_C01_032",10.1,2016
"Seattle city, Washington","S0802_C01_033",14.4,2016
"Seattle city, Washington","S0802_C01_034",12.4,2016
"Seattle city, Washington","S0802_C01_035",6,2016
"Seattle city, Washington","S0802_C01_036",33.6,2016
"Seattle city, Washington","S0802_C01_037",51213,2016
"Seattle city, Washington","S0802_C01_038",416224,2016
"Seattle city, Washington","S0802_C01_039",5.5,2016
"Seattle city, Washington","S0802_C01_040",3.7,2016
"Seattle city, Washington","S0802_C01_041",90.8,2016
"Seattle city, Washington","S0802_C01_042",419233,2016
"Seattle city, Washington","S0802_C01_043",60.4,2016
"Seattle city, Washington","S0802_C01_044",13.9,2016
"Seattle city, Washington","S0802_C01_045",16.8,2016
"Seattle city, Washington","S0802_C01_046",3.1,2016
"Seattle city, Washington","S0802_C01_047",5.6,2016
"Seattle city, Washington","S0802_C01_048",0.1,2016
"Seattle city, Washington","S0802_C01_049",0.7,2016
"Seattle city, Washington","S0802_C01_050",3,2016
"Seattle city, Washington","S0802_C01_051",7,2016
"Seattle city, Washington","S0802_C01_052",2.4,2016
"Seattle city, Washington","S0802_C01_053",11.8,2016
"Seattle city, Washington","S0802_C01_054",3.5,2016
"Seattle city, Washington","S0802_C01_055",10.4,2016
"Seattle city, Washington","S0802_C01_056",20.6,2016
"Seattle city, Washington","S0802_C01_057",22,2016
"Seattle city, Washington","S0802_C01_058",11.3,2016
"Seattle city, Washington","S0802_C01_059",4.4,2016
"Seattle city, Washington","S0802_C01_060",2.6,2016
"Seattle city, Washington","S0802_C01_061",0.2,2016
"Seattle city, Washington","S0802_C01_062",80.1,2016
"Seattle city, Washington","S0802_C01_063",13.2,2016
"Seattle city, Washington","S0802_C01_064",6.7,2016
"Seattle city, Washington","S0802_C01_065",0.1,2016
"Seattle city, Washington","S0802_C01_066",99.1,2016
"Seattle city, Washington","S0802_C01_067",94.6,2016
"Seattle city, Washington","S0802_C01_068",4.5,2016
"Seattle city, Washington","S0802_C01_069",0.9,2016
"Seattle city, Washington","S0802_C01_070",387527,2016
"Seattle city, Washington","S0802_C01_071",2.6,2016
"Seattle city, Washington","S0802_C01_072",1.5,2016
"Seattle city, Washington","S0802_C01_073",3.1,2016
"Seattle city, Washington","S0802_C01_074",6,2016
"Seattle city, Washington","S0802_C01_075",8.8,2016
"Seattle city, Washington","S0802_C01_076",12.4,2016
"Seattle city, Washington","S0802_C01_077",15.1,2016
"Seattle city, Washington","S0802_C01_078",13.1,2016
"Seattle city, Washington","S0802_C01_079",9.6,2016
"Seattle city, Washington","S0802_C01_080",27.8,2016
"Seattle city, Washington","S0802_C01_081",7.6,2016
"Seattle city, Washington","S0802_C01_082",10.3,2016
"Seattle city, Washington","S0802_C01_083",14.1,2016
"Seattle city, Washington","S0802_C01_084",15.8,2016
"Seattle city, Washington","S0802_C01_085",8.5,2016
"Seattle city, Washington","S0802_C01_086",17,2016
"Seattle city, Washington","S0802_C01_087",10,2016
"Seattle city, Washington","S0802_C01_088",10.3,2016
"Seattle city, Washington","S0802_C01_089",6.5,2016
"Seattle city, Washington","S0802_C01_090",27.7,2016
"Seattle city, Washington","S0802_C01_091",415323,2016
"Seattle city, Washington","S0802_C01_092",47.6,2016
"Seattle city, Washington","S0802_C01_093",52.4,2016
"Seattle city, Washington","S0802_C01_094",9.5,2016
"Seattle city, Washington","S0802_C01_095",34.1,2016
"Seattle city, Washington","S0802_C01_096",37.1,2016
"Seattle city, Washington","S0802_C01_097",19.3,2016
"Seattle city, Washington","S0802_C01_098",9.2,2016
"Seattle city, Washington","S0802_C01_099",17.7,2016
"Seattle city, Washington","S0802_C01_100",12.5,2016
"Seattle city, Washington","S0802_C01_101",0.8,2016
"Seattle city, Washington","S0802_C02_001",201818,2016
"Seattle city, Washington","S0802_C02_002",1.2,2016
"Seattle city, Washington","S0802_C02_003",7.7,2016
"Seattle city, Washington","S0802_C02_004",52.4,2016
"Seattle city, Washington","S0802_C02_005",18.4,2016
"Seattle city, Washington","S0802_C02_006",7.8,2016
"Seattle city, Washington","S0802_C02_007",12.4,2016
"Seattle city, Washington","S0802_C02_008",40.2,2016
"Seattle city, Washington","S0802_C02_009",52.2,2016
"Seattle city, Washington","S0802_C02_010",47.8,2016
"Seattle city, Washington","S0802_C02_011",NA,2016
"Seattle city, Washington","S0802_C02_012",74.4,2016
"Seattle city, Washington","S0802_C02_013",6,2016
"Seattle city, Washington","S0802_C02_014",NA,2016
"Seattle city, Washington","S0802_C02_015",12.1,2016
"Seattle city, Washington","S0802_C02_016",NA,2016
"Seattle city, Washington","S0802_C02_017",2.1,2016
"Seattle city, Washington","S0802_C02_018",4.9,2016
"Seattle city, Washington","S0802_C02_019",6,2016
"Seattle city, Washington","S0802_C02_020",71.3,2016
"Seattle city, Washington","S0802_C02_021",83.1,2016
"Seattle city, Washington","S0802_C02_022",16.9,2016
"Seattle city, Washington","S0802_C02_023",10,2016
"Seattle city, Washington","S0802_C02_024",7,2016
"Seattle city, Washington","S0802_C02_025",17.6,2016
"Seattle city, Washington","S0802_C02_026",11.5,2016
"Seattle city, Washington","S0802_C02_027",6.1,2016
"Seattle city, Washington","S0802_C02_028",201818,2016
"Seattle city, Washington","S0802_C02_029",6.4,2016
"Seattle city, Washington","S0802_C02_030",4.3,2016
"Seattle city, Washington","S0802_C02_031",8.9,2016
"Seattle city, Washington","S0802_C02_032",10,2016
"Seattle city, Washington","S0802_C02_033",15.5,2016
"Seattle city, Washington","S0802_C02_034",13.3,2016
"Seattle city, Washington","S0802_C02_035",5.8,2016
"Seattle city, Washington","S0802_C02_036",35.8,2016
"Seattle city, Washington","S0802_C02_037",53771,2016
"Seattle city, Washington","S0802_C02_038",201287,2016
"Seattle city, Washington","S0802_C02_039",3.8,2016
"Seattle city, Washington","S0802_C02_040",3.2,2016
"Seattle city, Washington","S0802_C02_041",93,2016
"Seattle city, Washington","S0802_C02_042",201818,2016
"Seattle city, Washington","S0802_C02_043",59.5,2016
"Seattle city, Washington","S0802_C02_044",12.5,2016
"Seattle city, Washington","S0802_C02_045",17.5,2016
"Seattle city, Washington","S0802_C02_046",3.9,2016
"Seattle city, Washington","S0802_C02_047",6.4,2016
"Seattle city, Washington","S0802_C02_048",0.2,2016
"Seattle city, Washington","S0802_C02_049",0.6,2016
"Seattle city, Washington","S0802_C02_050",4.4,2016
"Seattle city, Washington","S0802_C02_051",9.8,2016
"Seattle city, Washington","S0802_C02_052",2.7,2016
"Seattle city, Washington","S0802_C02_053",9.9,2016
"Seattle city, Washington","S0802_C02_054",3.9,2016
"Seattle city, Washington","S0802_C02_055",10.1,2016
"Seattle city, Washington","S0802_C02_056",16.8,2016
"Seattle city, Washington","S0802_C02_057",24.3,2016
"Seattle city, Washington","S0802_C02_058",9.4,2016
"Seattle city, Washington","S0802_C02_059",5.3,2016
"Seattle city, Washington","S0802_C02_060",2.6,2016
"Seattle city, Washington","S0802_C02_061",0.2,2016
"Seattle city, Washington","S0802_C02_062",80.9,2016
"Seattle city, Washington","S0802_C02_063",13.4,2016
"Seattle city, Washington","S0802_C02_064",5.5,2016
"Seattle city, Washington","S0802_C02_065",0.1,2016
"Seattle city, Washington","S0802_C02_066",99.5,2016
"Seattle city, Washington","S0802_C02_067",92.1,2016
"Seattle city, Washington","S0802_C02_068",7.4,2016
"Seattle city, Washington","S0802_C02_069",0.5,2016
"Seattle city, Washington","S0802_C02_070",201818,2016
"Seattle city, Washington","S0802_C02_071",3.2,2016
"Seattle city, Washington","S0802_C02_072",1.7,2016
"Seattle city, Washington","S0802_C02_073",3,2016
"Seattle city, Washington","S0802_C02_074",6.6,2016
"Seattle city, Washington","S0802_C02_075",10.5,2016
"Seattle city, Washington","S0802_C02_076",12.9,2016
"Seattle city, Washington","S0802_C02_077",15.6,2016
"Seattle city, Washington","S0802_C02_078",12.5,2016
"Seattle city, Washington","S0802_C02_079",8.6,2016
"Seattle city, Washington","S0802_C02_080",25.5,2016
"Seattle city, Washington","S0802_C02_081",7.1,2016
"Seattle city, Washington","S0802_C02_082",11.5,2016
"Seattle city, Washington","S0802_C02_083",16.5,2016
"Seattle city, Washington","S0802_C02_084",16.7,2016
"Seattle city, Washington","S0802_C02_085",8.6,2016
"Seattle city, Washington","S0802_C02_086",18.4,2016
"Seattle city, Washington","S0802_C02_087",9.6,2016
"Seattle city, Washington","S0802_C02_088",8.3,2016
"Seattle city, Washington","S0802_C02_089",3.4,2016
"Seattle city, Washington","S0802_C02_090",25.2,2016
"Seattle city, Washington","S0802_C02_091",201194,2016
"Seattle city, Washington","S0802_C02_092",54.7,2016
"Seattle city, Washington","S0802_C02_093",45.3,2016
"Seattle city, Washington","S0802_C02_094",0.9,2016
"Seattle city, Washington","S0802_C02_095",28.6,2016
"Seattle city, Washington","S0802_C02_096",45.5,2016
"Seattle city, Washington","S0802_C02_097",25,2016
"Seattle city, Washington","S0802_C02_098",NA,2016
"Seattle city, Washington","S0802_C02_099",NA,2016
"Seattle city, Washington","S0802_C02_100",NA,2016
"Seattle city, Washington","S0802_C02_101",NA,2016
"Seattle city, Washington","S0802_C03_001",29756,2016
"Seattle city, Washington","S0802_C03_002",1.4,2016
"Seattle city, Washington","S0802_C03_003",8.1,2016
"Seattle city, Washington","S0802_C03_004",58.6,2016
"Seattle city, Washington","S0802_C03_005",17.2,2016
"Seattle city, Washington","S0802_C03_006",4.8,2016
"Seattle city, Washington","S0802_C03_007",9.9,2016
"Seattle city, Washington","S0802_C03_008",36.7,2016
"Seattle city, Washington","S0802_C03_009",48.4,2016
"Seattle city, Washington","S0802_C03_010",51.6,2016
"Seattle city, Washington","S0802_C03_011",NA,2016
"Seattle city, Washington","S0802_C03_012",61,2016
"Seattle city, Washington","S0802_C03_013",3.9,2016
"Seattle city, Washington","S0802_C03_014",NA,2016
"Seattle city, Washington","S0802_C03_015",25.8,2016
"Seattle city, Washington","S0802_C03_016",NA,2016
"Seattle city, Washington","S0802_C03_017",2,2016
"Seattle city, Washington","S0802_C03_018",6.4,2016
"Seattle city, Washington","S0802_C03_019",7.9,2016
"Seattle city, Washington","S0802_C03_020",56.5,2016
"Seattle city, Washington","S0802_C03_021",74,2016
"Seattle city, Washington","S0802_C03_022",26,2016
"Seattle city, Washington","S0802_C03_023",14.8,2016
"Seattle city, Washington","S0802_C03_024",11.2,2016
"Seattle city, Washington","S0802_C03_025",25.9,2016
"Seattle city, Washington","S0802_C03_026",17,2016
"Seattle city, Washington","S0802_C03_027",8.8,2016
"Seattle city, Washington","S0802_C03_028",29756,2016
"Seattle city, Washington","S0802_C03_029",10.8,2016
"Seattle city, Washington","S0802_C03_030",4.2,2016
"Seattle city, Washington","S0802_C03_031",6.4,2016
"Seattle city, Washington","S0802_C03_032",10.7,2016
"Seattle city, Washington","S0802_C03_033",15.9,2016
"Seattle city, Washington","S0802_C03_034",14.1,2016
"Seattle city, Washington","S0802_C03_035",5.9,2016
"Seattle city, Washington","S0802_C03_036",32,2016
"Seattle city, Washington","S0802_C03_037",51199,2016
"Seattle city, Washington","S0802_C03_038",29740,2016
"Seattle city, Washington","S0802_C03_039",5.1,2016
"Seattle city, Washington","S0802_C03_040",1.5,2016
"Seattle city, Washington","S0802_C03_041",93.4,2016
"Seattle city, Washington","S0802_C03_042",29756,2016
"Seattle city, Washington","S0802_C03_043",62.1,2016
"Seattle city, Washington","S0802_C03_044",12.1,2016
"Seattle city, Washington","S0802_C03_045",15.8,2016
"Seattle city, Washington","S0802_C03_046",5.2,2016
"Seattle city, Washington","S0802_C03_047",4.7,2016
"Seattle city, Washington","S0802_C03_048",0,2016
"Seattle city, Washington","S0802_C03_049",1.2,2016
"Seattle city, Washington","S0802_C03_050",3.1,2016
"Seattle city, Washington","S0802_C03_051",6.1,2016
"Seattle city, Washington","S0802_C03_052",2.5,2016
"Seattle city, Washington","S0802_C03_053",14.6,2016
"Seattle city, Washington","S0802_C03_054",4.7,2016
"Seattle city, Washington","S0802_C03_055",8.1,2016
"Seattle city, Washington","S0802_C03_056",17.4,2016
"Seattle city, Washington","S0802_C03_057",26.8,2016
"Seattle city, Washington","S0802_C03_058",8.8,2016
"Seattle city, Washington","S0802_C03_059",3.4,2016
"Seattle city, Washington","S0802_C03_060",3.4,2016
"Seattle city, Washington","S0802_C03_061",0,2016
"Seattle city, Washington","S0802_C03_062",80.1,2016
"Seattle city, Washington","S0802_C03_063",13.7,2016
"Seattle city, Washington","S0802_C03_064",6.2,2016
"Seattle city, Washington","S0802_C03_065",0,2016
"Seattle city, Washington","S0802_C03_066",97.6,2016
"Seattle city, Washington","S0802_C03_067",91.6,2016
"Seattle city, Washington","S0802_C03_068",5.9,2016
"Seattle city, Washington","S0802_C03_069",2.4,2016
"Seattle city, Washington","S0802_C03_070",29756,2016
"Seattle city, Washington","S0802_C03_071",3.2,2016
"Seattle city, Washington","S0802_C03_072",1.2,2016
"Seattle city, Washington","S0802_C03_073",4.2,2016
"Seattle city, Washington","S0802_C03_074",6.1,2016
"Seattle city, Washington","S0802_C03_075",14.9,2016
"Seattle city, Washington","S0802_C03_076",12.8,2016
"Seattle city, Washington","S0802_C03_077",15.6,2016
"Seattle city, Washington","S0802_C03_078",6.7,2016
"Seattle city, Washington","S0802_C03_079",11.7,2016
"Seattle city, Washington","S0802_C03_080",23.6,2016
"Seattle city, Washington","S0802_C03_081",8.1,2016
"Seattle city, Washington","S0802_C03_082",11.1,2016
"Seattle city, Washington","S0802_C03_083",15,2016
"Seattle city, Washington","S0802_C03_084",18.2,2016
"Seattle city, Washington","S0802_C03_085",6.7,2016
"Seattle city, Washington","S0802_C03_086",16,2016
"Seattle city, Washington","S0802_C03_087",6.5,2016
