"location","variable","estimate","year"
"Washington","S0802_C01_006",10.1,2013
"Washington","S0802_C01_007",11.4,2013
"Washington","S0802_C01_008",41.9,2013
"Washington","S0802_C01_009",53.9,2013
"Washington","S0802_C01_010",46.1,2013
"Washington","S0802_C01_011",96.5,2013
"Washington","S0802_C01_012",79.9,2013
"Washington","S0802_C01_013",3.5,2013
"Washington","S0802_C01_014",1.1,2013
"Washington","S0802_C01_015",8,2013
"Washington","S0802_C01_016",0.6,2013
"Washington","S0802_C01_017",3.5,2013
"Washington","S0802_C01_018",3.5,2013
"Washington","S0802_C01_019",10.7,2013
"Washington","S0802_C01_020",73.5,2013
"Washington","S0802_C01_021",83,2013
"Washington","S0802_C01_022",17,2013
"Washington","S0802_C01_023",7.9,2013
"Washington","S0802_C01_024",9.1,2013
"Washington","S0802_C01_025",19.1,2013
"Washington","S0802_C01_026",11.1,2013
"Washington","S0802_C01_027",7.9,2013
"Washington","S0802_C01_028",3203957,2013
"Washington","S0802_C01_029",12.4,2013
"Washington","S0802_C01_030",6.8,2013
"Washington","S0802_C01_031",14.6,2013
"Washington","S0802_C01_032",13,2013
"Washington","S0802_C01_033",16,2013
"Washington","S0802_C01_034",12.5,2013
"Washington","S0802_C01_035",5.3,2013
"Washington","S0802_C01_036",19.4,2013
"Washington","S0802_C01_037",36984,2013
"Washington","S0802_C01_038",3180497,2013
"Washington","S0802_C01_039",6.7,2013
"Washington","S0802_C01_040",6.3,2013
"Washington","S0802_C01_041",87,2013
"Washington","S0802_C01_042",3204510,2013
"Washington","S0802_C01_043",38.2,2013
"Washington","S0802_C01_044",17.3,2013
"Washington","S0802_C01_045",22.8,2013
"Washington","S0802_C01_046",9.4,2013
"Washington","S0802_C01_047",11.5,2013
"Washington","S0802_C01_048",0.9,2013
"Washington","S0802_C01_049",2.5,2013
"Washington","S0802_C01_050",5.7,2013
"Washington","S0802_C01_051",10.6,2013
"Washington","S0802_C01_052",3,2013
"Washington","S0802_C01_053",11.8,2013
"Washington","S0802_C01_054",4.9,2013
"Washington","S0802_C01_055",8,2013
"Washington","S0802_C01_056",12,2013
"Washington","S0802_C01_057",21,2013
"Washington","S0802_C01_058",9.3,2013
"Washington","S0802_C01_059",4.7,2013
"Washington","S0802_C01_060",5,2013
"Washington","S0802_C01_061",1.5,2013
"Washington","S0802_C01_062",76.9,2013
"Washington","S0802_C01_063",17.1,2013
"Washington","S0802_C01_064",5.8,2013
"Washington","S0802_C01_065",0.2,2013
"Washington","S0802_C01_066",96.8,2013
"Washington","S0802_C01_067",81.2,2013
"Washington","S0802_C01_068",15.5,2013
"Washington","S0802_C01_069",3.2,2013
"Washington","S0802_C01_070",3034217,2013
"Washington","S0802_C01_071",5.7,2013
"Washington","S0802_C01_072",4.5,2013
"Washington","S0802_C01_073",5.6,2013
"Washington","S0802_C01_074",9.3,2013
"Washington","S0802_C01_075",9.4,2013
"Washington","S0802_C01_076",13,2013
"Washington","S0802_C01_077",11.4,2013
"Washington","S0802_C01_078",9.9,2013
"Washington","S0802_C01_079",5.8,2013
"Washington","S0802_C01_080",25.3,2013
"Washington","S0802_C01_081",12.6,2013
"Washington","S0802_C01_082",13.4,2013
"Washington","S0802_C01_083",15.8,2013
"Washington","S0802_C01_084",15.2,2013
"Washington","S0802_C01_085",6.3,2013
"Washington","S0802_C01_086",13.2,2013
"Washington","S0802_C01_087",7.1,2013
"Washington","S0802_C01_088",8.1,2013
"Washington","S0802_C01_089",8.3,2013
"Washington","S0802_C01_090",26,2013
"Washington","S0802_C01_091",3173567,2013
"Washington","S0802_C01_092",64.2,2013
"Washington","S0802_C01_093",35.8,2013
"Washington","S0802_C01_094",3.2,2013
"Washington","S0802_C01_095",20.1,2013
"Washington","S0802_C01_096",40.9,2013
"Washington","S0802_C01_097",35.8,2013
"Washington","S0802_C01_098",8.4,2013
"Washington","S0802_C01_099",17.1,2013
"Washington","S0802_C01_100",11.8,2013
"Washington","S0802_C01_101",1.6,2013
"Washington","S0802_C02_001",2329647,2013
"Washington","S0802_C02_002",2.4,2013
"Washington","S0802_C02_003",9.1,2013
"Washington","S0802_C02_004",43.9,2013
"Washington","S0802_C02_005",22.7,2013
"Washington","S0802_C02_006",10.5,2013
"Washington","S0802_C02_007",11.4,2013
"Washington","S0802_C02_008",42.6,2013
"Washington","S0802_C02_009",53.7,2013
"Washington","S0802_C02_010",46.3,2013
"Washington","S0802_C02_011",96.8,2013
"Washington","S0802_C02_012",81.5,2013
"Washington","S0802_C02_013",3.2,2013
"Washington","S0802_C02_014",1.1,2013
"Washington","S0802_C02_015",7.1,2013
"Washington","S0802_C02_016",0.6,2013
"Washington","S0802_C02_017",3.3,2013
"Washington","S0802_C02_018",3.2,2013
"Washington","S0802_C02_019",10.1,2013
"Washington","S0802_C02_020",75.4,2013
"Washington","S0802_C02_021",84.4,2013
"Washington","S0802_C02_022",15.6,2013
"Washington","S0802_C02_023",7.7,2013
"Washington","S0802_C02_024",7.8,2013
"Washington","S0802_C02_025",17.5,2013
"Washington","S0802_C02_026",10.6,2013
"Washington","S0802_C02_027",6.9,2013
"Washington","S0802_C02_028",2329602,2013
"Washington","S0802_C02_029",10.7,2013
"Washington","S0802_C02_030",6.7,2013
"Washington","S0802_C02_031",14.2,2013
"Washington","S0802_C02_032",13.5,2013
"Washington","S0802_C02_033",16.8,2013
"Washington","S0802_C02_034",13.4,2013
"Washington","S0802_C02_035",5.5,2013
"Washington","S0802_C02_036",19.3,2013
"Washington","S0802_C02_037",38627,2013
"Washington","S0802_C02_038",2325067,2013
"Washington","S0802_C02_039",5.7,2013
"Washington","S0802_C02_040",5.9,2013
"Washington","S0802_C02_041",88.4,2013
"Washington","S0802_C02_042",2329647,2013
"Washington","S0802_C02_043",37,2013
"Washington","S0802_C02_044",16.9,2013
"Washington","S0802_C02_045",23.5,2013
"Washington","S0802_C02_046",9.5,2013
"Washington","S0802_C02_047",12.2,2013
"Washington","S0802_C02_048",0.9,2013
"Washington","S0802_C02_049",2.2,2013
"Washington","S0802_C02_050",6,2013
"Washington","S0802_C02_051",11.1,2013
"Washington","S0802_C02_052",3.2,2013
"Washington","S0802_C02_053",12.2,2013
"Washington","S0802_C02_054",5.3,2013
"Washington","S0802_C02_055",7.6,2013
"Washington","S0802_C02_056",10.1,2013
"Washington","S0802_C02_057",21.8,2013
"Washington","S0802_C02_058",9,2013
"Washington","S0802_C02_059",4.8,2013
"Washington","S0802_C02_060",5.3,2013
"Washington","S0802_C02_061",1.4,2013
"Washington","S0802_C02_062",77.9,2013
"Washington","S0802_C02_063",17.5,2013
"Washington","S0802_C02_064",4.6,2013
"Washington","S0802_C02_065",0.1,2013
"Washington","S0802_C02_066",96.6,2013
"Washington","S0802_C02_067",80,2013
"Washington","S0802_C02_068",16.6,2013
"Washington","S0802_C02_069",3.4,2013
"Washington","S0802_C02_070",2329647,2013
"Washington","S0802_C02_071",5.8,2013
"Washington","S0802_C02_072",4.5,2013
"Washington","S0802_C02_073",5.8,2013
"Washington","S0802_C02_074",8.9,2013
"Washington","S0802_C02_075",9.4,2013
"Washington","S0802_C02_076",13.3,2013
"Washington","S0802_C02_077",11.8,2013
"Washington","S0802_C02_078",9.8,2013
"Washington","S0802_C02_079",5.7,2013
"Washington","S0802_C02_080",25,2013
"Washington","S0802_C02_081",12.6,2013
"Washington","S0802_C02_082",14.3,2013
"Washington","S0802_C02_083",17,2013
"Washington","S0802_C02_084",16.2,2013
"Washington","S0802_C02_085",6.7,2013
"Washington","S0802_C02_086",13,2013
"Washington","S0802_C02_087",6.8,2013
"Washington","S0802_C02_088",7.3,2013
"Washington","S0802_C02_089",5.9,2013
"Washington","S0802_C02_090",24.2,2013
"Washington","S0802_C02_091",2324289,2013
"Washington","S0802_C02_092",67,2013
"Washington","S0802_C02_093",33,2013
"Washington","S0802_C02_094",1.3,2013
"Washington","S0802_C02_095",17.8,2013
"Washington","S0802_C02_096",42.4,2013
"Washington","S0802_C02_097",38.5,2013
"Washington","S0802_C02_098",NA,2013
"Washington","S0802_C02_099",NA,2013
"Washington","S0802_C02_100",NA,2013
"Washington","S0802_C02_101",NA,2013
"Washington","S0802_C03_001",322660,2013
"Washington","S0802_C03_002",4.1,2013
"Washington","S0802_C03_003",10.9,2013
"Washington","S0802_C03_004",47.4,2013
"Washington","S0802_C03_005",20.7,2013
"Washington","S0802_C03_006",8,2013
"Washington","S0802_C03_007",8.9,2013
"Washington","S0802_C03_008",39.7,2013
"Washington","S0802_C03_009",53.4,2013
"Washington","S0802_C03_010",46.6,2013
"Washington","S0802_C03_011",95.8,2013
"Washington","S0802_C03_012",72.5,2013
"Washington","S0802_C03_013",3.7,2013
"Washington","S0802_C03_014",1.2,2013
"Washington","S0802_C03_015",11.7,2013
"Washington","S0802_C03_016",0.6,2013
"Washington","S0802_C03_017",6.2,2013
"Washington","S0802_C03_018",4.2,2013
"Washington","S0802_C03_019",16.9,2013
"Washington","S0802_C03_020",62.8,2013
"Washington","S0802_C03_021",74.4,2013
"Washington","S0802_C03_022",25.6,2013
"Washington","S0802_C03_023",9.9,2013
"Washington","S0802_C03_024",15.7,2013
"Washington","S0802_C03_025",28.3,2013
"Washington","S0802_C03_026",13.2,2013
"Washington","S0802_C03_027",15.1,2013
"Washington","S0802_C03_028",322288,2013
"Washington","S0802_C03_029",15.5,2013
"Washington","S0802_C03_030",7.1,2013
"Washington","S0802_C03_031",16.1,2013
"Washington","S0802_C03_032",13.2,2013
"Washington","S0802_C03_033",15.8,2013
"Washington","S0802_C03_034",10.6,2013
"Washington","S0802_C03_035",4.9,2013
"Washington","S0802_C03_036",16.8,2013
"Washington","S0802_C03_037",32580,2013
"Washington","S0802_C03_038",321062,2013
"Washington","S0802_C03_039",8,2013
"Washington","S0802_C03_040",8,2013
"Washington","S0802_C03_041",83.9,2013
"Washington","S0802_C03_042",322660,2013
"Washington","S0802_C03_043",34.1,2013
"Washington","S0802_C03_044",17.2,2013
"Washington","S0802_C03_045",19.5,2013
"Washington","S0802_C03_046",15.2,2013
"Washington","S0802_C03_047",13.5,2013
"Washington","S0802_C03_048",0.5,2013
"Washington","S0802_C03_049",4.3,2013
"Washington","S0802_C03_050",9,2013
"Washington","S0802_C03_051",13.2,2013
"Washington","S0802_C03_052",3,2013
"Washington","S0802_C03_053",10,2013
"Washington","S0802_C03_054",4.2,2013
"Washington","S0802_C03_055",6.7,2013
"Washington","S0802_C03_056",11.7,2013
"Washington","S0802_C03_057",19.2,2013
"Washington","S0802_C03_058",9.5,2013
"Washington","S0802_C03_059",4.1,2013
"Washington","S0802_C03_060",4.2,2013
"Washington","S0802_C03_061",1,2013
"Washington","S0802_C03_062",78.7,2013
"Washington","S0802_C03_063",16,2013
"Washington","S0802_C03_064",4.9,2013
"Washington","S0802_C03_065",0.4,2013
"Washington","S0802_C03_066",96.7,2013
"Washington","S0802_C03_067",76.5,2013
"Washington","S0802_C03_068",20.2,2013
"Washington","S0802_C03_069",3.3,2013
"Washington","S0802_C03_070",322660,2013
"Washington","S0802_C03_071",6.8,2013
"Washington","S0802_C03_072",5.9,2013
"Washington","S0802_C03_073",5.9,2013
"Washington","S0802_C03_074",12.4,2013
"Washington","S0802_C03_075",10.9,2013
"Washington","S0802_C03_076",12.4,2013
"Washington","S0802_C03_077",8.9,2013
"Washington","S0802_C03_078",9,2013
"Washington","S0802_C03_079",4.7,2013
"Washington","S0802_C03_080",23.1,2013
"Washington","S0802_C03_081",8.8,2013
"Washington","S0802_C03_082",11.3,2013
"Washington","S0802_C03_083",13.5,2013
"Washington","S0802_C03_084",15,2013
"Washington","S0802_C03_085",5.9,2013
"Washington","S0802_C03_086",15,2013
"Washington","S0802_C03_087",8.7,2013
"Washington","S0802_C03_088",10.3,2013
"Washington","S0802_C03_089",11.4,2013
"Washington","S0802_C03_090",29.9,2013
"Washington","S0802_C03_091",320743,2013
"Washington","S0802_C03_092",60.9,2013
"Washington","S0802_C03_093",39.1,2013
"Washington","S0802_C03_094",2.4,2013
"Washington","S0802_C03_095",19.7,2013
"Washington","S0802_C03_096",40.3,2013
"Washington","S0802_C03_097",37.6,2013
"Washington","S0802_C03_098",NA,2013
"Washington","S0802_C03_099",NA,2013
"Washington","S0802_C03_100",NA,2013
"Washington","S0802_C03_101",NA,2013
"Washington","S0802_C04_001",201096,2013
"Washington","S0802_C04_002",2.5,2013
"Washington","S0802_C04_003",13.9,2013
"Washington","S0802_C04_004",50.3,2013
"Washington","S0802_C04_005",16.9,2013
"Washington","S0802_C04_006",8.2,2013
"Washington","S0802_C04_007",8.2,2013
"Washington","S0802_C04_008",36.1,2013
"Washington","S0802_C04_009",53.3,2013
"Washington","S0802_C04_010",46.7,2013
"Washington","S0802_C04_011",94.9,2013
"Washington","S0802_C04_012",69.1,2013
"Washington","S0802_C04_013",7.9,2013
"Washington","S0802_C04_014",1.3,2013
"Washington","S0802_C04_015",13.6,2013
"Washington","S0802_C04_016",0.6,2013
"Washington","S0802_C04_017",2.3,2013
"Washington","S0802_C04_018",5.1,2013
"Washington","S0802_C04_019",8.1,2013
"Washington","S0802_C04_020",64,2013
"Washington","S0802_C04_021",79.5,2013
"Washington","S0802_C04_022",20.5,2013
"Washington","S0802_C04_023",8.1,2013
"Washington","S0802_C04_024",12.5,2013
"Washington","S0802_C04_025",23,2013
"Washington","S0802_C04_026",14.9,2013
"Washington","S0802_C04_027",8.1,2013
"Washington","S0802_C04_028",201096,2013
"Washington","S0802_C04_029",15.6,2013
"Washington","S0802_C04_030",6.5,2013
"Washington","S0802_C04_031",14.4,2013
"Washington","S0802_C04_032",10,2013
"Washington","S0802_C04_033",13.5,2013
"Washington","S0802_C04_034",11.5,2013
"Washington","S0802_C04_035",6,2013
"Washington","S0802_C04_036",22.5,2013
"Washington","S0802_C04_037",37982,2013
"Washington","S0802_C04_038",200234,2013
"Washington","S0802_C04_039",11.2,2013
"Washington","S0802_C04_040",7.2,2013
"Washington","S0802_C04_041",81.6,2013
"Washington","S0802_C04_042",201096,2013
"Washington","S0802_C04_043",47.8,2013
"Washington","S0802_C04_044",17.7,2013
"Washington","S0802_C04_045",24.5,2013
"Washington","S0802_C04_046",3.5,2013
"Washington","S0802_C04_047",6,2013
"Washington","S0802_C04_048",0.5,2013
"Washington","S0802_C04_049",1,2013
"Washington","S0802_C04_050",1.8,2013
"Washington","S0802_C04_051",5.3,2013
"Washington","S0802_C04_052",1.8,2013
"Washington","S0802_C04_053",13.8,2013
"Washington","S0802_C04_054",3.8,2013
"Washington","S0802_C04_055",10.5,2013
"Washington","S0802_C04_056",20.5,2013
"Washington","S0802_C04_057",20,2013
"Washington","S0802_C04_058",11.3,2013
"Washington","S0802_C04_059",3.7,2013
"Washington","S0802_C04_060",5.8,2013
"Washington","S0802_C04_061",0.7,2013
"Washington","S0802_C04_062",79.9,2013
"Washington","S0802_C04_063",18.3,2013
"Washington","S0802_C04_064",1.7,2013
"Washington","S0802_C04_065",0.1,2013
"Washington","S0802_C04_066",98.1,2013
"Washington","S0802_C04_067",80.9,2013
"Washington","S0802_C04_068",17.2,2013
"Washington","S0802_C04_069",1.9,2013
"Washington","S0802_C04_070",201096,2013
"Washington","S0802_C04_071",3.3,2013
"Washington","S0802_C04_072",4.2,2013
"Washington","S0802_C04_073",5.7,2013
"Washington","S0802_C04_074",10.8,2013
"Washington","S0802_C04_075",9.8,2013
"Washington","S0802_C04_076",13.5,2013
"Washington","S0802_C04_077",11.9,2013
"Washington","S0802_C04_078",10.7,2013
"Washington","S0802_C04_079",6.7,2013
"Washington","S0802_C04_080",23.6,2013
"Washington","S0802_C04_081",1.3,2013
"Washington","S0802_C04_082",2.1,2013
"Washington","S0802_C04_083",6.7,2013
"Washington","S0802_C04_084",8.1,2013
"Washington","S0802_C04_085",5.2,2013
"Washington","S0802_C04_086",16.6,2013
"Washington","S0802_C04_087",10,2013
"Washington","S0802_C04_088",18,2013
"Washington","S0802_C04_089",32,2013
"Washington","S0802_C04_090",46,2013
"Washington","S0802_C04_091",198189,2013
"Washington","S0802_C04_092",45.8,2013
"Washington","S0802_C04_093",54.2,2013
"Washington","S0802_C04_094",16.4,2013
"Washington","S0802_C04_095",34.9,2013
"Washington","S0802_C04_096",31.8,2013
"Washington","S0802_C04_097",16.9,2013
"Washington","S0802_C04_098",NA,2013
"Washington","S0802_C04_099",NA,2013
"Washington","S0802_C04_100",NA,2013
"Washington","S0802_C04_101",NA,2013
"Washington","S0802_C01_001",3309730,2014
"Washington","S0802_C01_002",2.9,2014
"Washington","S0802_C01_003",10,2014
"Washington","S0802_C01_004",44,2014
"Washington","S0802_C01_005",21.4,2014
"Washington","S0802_C01_006",10,2014
"Washington","S0802_C01_007",11.6,2014
"Washington","S0802_C01_008",41.8,2014
"Washington","S0802_C01_009",54.3,2014
"Washington","S0802_C01_010",45.7,2014
"Washington","S0802_C01_011",96,2014
"Washington","S0802_C01_012",79.1,2014
"Washington","S0802_C01_013",3.5,2014
"Washington","S0802_C01_014",1,2014
"Washington","S0802_C01_015",8.3,2014
"Washington","S0802_C01_016",0.7,2014
"Washington","S0802_C01_017",3.4,2014
"Washington","S0802_C01_018",4,2014
"Washington","S0802_C01_019",10.9,2014
"Washington","S0802_C01_020",72.5,2014
"Washington","S0802_C01_021",83.2,2014
"Washington","S0802_C01_022",16.8,2014
"Washington","S0802_C01_023",8.1,2014
"Washington","S0802_C01_024",8.7,2014
"Washington","S0802_C01_025",19.1,2014
"Washington","S0802_C01_026",11.2,2014
"Washington","S0802_C01_027",7.9,2014
"Washington","S0802_C01_028",3309318,2014
"Washington","S0802_C01_029",12.2,2014
"Washington","S0802_C01_030",6.6,2014
"Washington","S0802_C01_031",14.8,2014
"Washington","S0802_C01_032",13.1,2014
"Washington","S0802_C01_033",15.6,2014
"Washington","S0802_C01_034",11.9,2014
"Washington","S0802_C01_035",5.4,2014
"Washington","S0802_C01_036",20.4,2014
"Washington","S0802_C01_037",37255,2014
"Washington","S0802_C01_038",3287757,2014
"Washington","S0802_C01_039",6.4,2014
"Washington","S0802_C01_040",6,2014
"Washington","S0802_C01_041",87.5,2014
"Washington","S0802_C01_042",3309730,2014
"Washington","S0802_C01_043",39.2,2014
"Washington","S0802_C01_044",17.4,2014
"Washington","S0802_C01_045",21.7,2014
"Washington","S0802_C01_046",9.6,2014
"Washington","S0802_C01_047",11.3,2014
"Washington","S0802_C01_048",0.8,2014
"Washington","S0802_C01_049",2.7,2014
"Washington","S0802_C01_050",6,2014
"Washington","S0802_C01_051",10.4,2014
"Washington","S0802_C01_052",2.9,2014
"Washington","S0802_C01_053",11.9,2014
"Washington","S0802_C01_054",5.1,2014
"Washington","S0802_C01_055",7.6,2014
"Washington","S0802_C01_056",12.2,2014
"Washington","S0802_C01_057",20.8,2014
"Washington","S0802_C01_058",9.2,2014
"Washington","S0802_C01_059",4.5,2014
"Washington","S0802_C01_060",5.3,2014
"Washington","S0802_C01_061",1.5,2014
"Washington","S0802_C01_062",77,2014
"Washington","S0802_C01_063",17.2,2014
"Washington","S0802_C01_064",5.7,2014
"Washington","S0802_C01_065",0.2,2014
"Washington","S0802_C01_066",96.8,2014
"Washington","S0802_C01_067",81.2,2014
"Washington","S0802_C01_068",15.6,2014
"Washington","S0802_C01_069",3.2,2014
"Washington","S0802_C01_070",3128904,2014
"Washington","S0802_C01_071",6,2014
"Washington","S0802_C01_072",4.8,2014
"Washington","S0802_C01_073",5.9,2014
"Washington","S0802_C01_074",9,2014
"Washington","S0802_C01_075",9.7,2014
"Washington","S0802_C01_076",13,2014
"Washington","S0802_C01_077",11.4,2014
"Washington","S0802_C01_078",9.7,2014
"Washington","S0802_C01_079",5.5,2014
"Washington","S0802_C01_080",25,2014
"Washington","S0802_C01_081",12.1,2014
"Washington","S0802_C01_082",13.1,2014
"Washington","S0802_C01_083",15,2014
"Washington","S0802_C01_084",14.4,2014
"Washington","S0802_C01_085",6.6,2014
"Washington","S0802_C01_086",13.8,2014
"Washington","S0802_C01_087",7.6,2014
"Washington","S0802_C01_088",8.2,2014
"Washington","S0802_C01_089",9.1,2014
"Washington","S0802_C01_090",26.8,2014
"Washington","S0802_C01_091",3279882,2014
"Washington","S0802_C01_092",63.6,2014
"Washington","S0802_C01_093",36.4,2014
"Washington","S0802_C01_094",3.3,2014
"Washington","S0802_C01_095",19.5,2014
"Washington","S0802_C01_096",40.7,2014
"Washington","S0802_C01_097",36.5,2014
"Washington","S0802_C01_098",8.6,2014
"Washington","S0802_C01_099",18.1,2014
"Washington","S0802_C01_100",12.1,2014
"Washington","S0802_C01_101",1.6,2014
"Washington","S0802_C02_001",2394643,2014
"Washington","S0802_C02_002",2.6,2014
"Washington","S0802_C02_003",9.3,2014
"Washington","S0802_C02_004",43.6,2014
"Washington","S0802_C02_005",22.1,2014
"Washington","S0802_C02_006",10.5,2014
"Washington","S0802_C02_007",11.9,2014
"Washington","S0802_C02_008",42.5,2014
"Washington","S0802_C02_009",54,2014
"Washington","S0802_C02_010",46,2014
"Washington","S0802_C02_011",96.2,2014
"Washington","S0802_C02_012",80.7,2014
"Washington","S0802_C02_013",3.1,2014
"Washington","S0802_C02_014",1,2014
"Washington","S0802_C02_015",7.4,2014
"Washington","S0802_C02_016",0.6,2014
"Washington","S0802_C02_017",3.3,2014
"Washington","S0802_C02_018",3.8,2014
"Washington","S0802_C02_019",10.7,2014
"Washington","S0802_C02_020",74.1,2014
"Washington","S0802_C02_021",84.6,2014
"Washington","S0802_C02_022",15.4,2014
"Washington","S0802_C02_023",7.8,2014
"Washington","S0802_C02_024",7.6,2014
"Washington","S0802_C02_025",17.7,2014
"Washington","S0802_C02_026",10.6,2014
"Washington","S0802_C02_027",7.1,2014
"Washington","S0802_C02_028",2394397,2014
"Washington","S0802_C02_029",10.8,2014
"Washington","S0802_C02_030",6.2,2014
"Washington","S0802_C02_031",14.4,2014
"Washington","S0802_C02_032",13.7,2014
"Washington","S0802_C02_033",16.3,2014
"Washington","S0802_C02_034",12.6,2014
"Washington","S0802_C02_035",5.7,2014
"Washington","S0802_C02_036",20.2,2014
"Washington","S0802_C02_037",38919,2014
"Washington","S0802_C02_038",2388438,2014
"Washington","S0802_C02_039",5.4,2014
"Washington","S0802_C02_040",5.6,2014
"Washington","S0802_C02_041",89,2014
"Washington","S0802_C02_042",2394643,2014
"Washington","S0802_C02_043",37.9,2014
"Washington","S0802_C02_044",16.8,2014
"Washington","S0802_C02_045",22.4,2014
"Washington","S0802_C02_046",10,2014
"Washington","S0802_C02_047",12.1,2014
"Washington","S0802_C02_048",0.8,2014
"Washington","S0802_C02_049",2.4,2014
"Washington","S0802_C02_050",6.3,2014
"Washington","S0802_C02_051",11.2,2014
"Washington","S0802_C02_052",3.1,2014
"Washington","S0802_C02_053",12.3,2014
"Washington","S0802_C02_054",5.5,2014
"Washington","S0802_C02_055",7.3,2014
"Washington","S0802_C02_056",10.4,2014
"Washington","S0802_C02_057",21.4,2014
"Washington","S0802_C02_058",8.8,2014
"Washington","S0802_C02_059",4.6,2014
"Washington","S0802_C02_060",5.4,2014
"Washington","S0802_C02_061",1.5,2014
"Washington","S0802_C02_062",78,2014
"Washington","S0802_C02_063",17.6,2014
"Washington","S0802_C02_064",4.3,2014
"Washington","S0802_C02_065",0.1,2014
"Washington","S0802_C02_066",96.6,2014
"Washington","S0802_C02_067",79.8,2014
"Washington","S0802_C02_068",16.8,2014
"Washington","S0802_C02_069",3.4,2014
"Washington","S0802_C02_070",2394643,2014
"Washington","S0802_C02_071",6.1,2014
"Washington","S0802_C02_072",4.7,2014
"Washington","S0802_C02_073",5.9,2014
"Washington","S0802_C02_074",8.8,2014
"Washington","S0802_C02_075",9.7,2014
"Washington","S0802_C02_076",13.1,2014
"Washington","S0802_C02_077",11.8,2014
"Washington","S0802_C02_078",9.6,2014
"Washington","S0802_C02_079",5.5,2014
"Washington","S0802_C02_080",24.7,2014
"Washington","S0802_C02_081",12,2014
"Washington","S0802_C02_082",14.2,2014
"Washington","S0802_C02_083",16.2,2014
"Washington","S0802_C02_084",15.2,2014
"Washington","S0802_C02_085",7,2014
"Washington","S0802_C02_086",13.7,2014
"Washington","S0802_C02_087",7.5,2014
"Washington","S0802_C02_088",7.4,2014
"Washington","S0802_C02_089",6.7,2014
"Washington","S0802_C02_090",24.9,2014
"Washington","S0802_C02_091",2387032,2014
"Washington","S0802_C02_092",66.6,2014
"Washington","S0802_C02_093",33.4,2014
"Washington","S0802_C02_094",1.2,2014
"Washington","S0802_C02_095",17.4,2014
"Washington","S0802_C02_096",42.4,2014
"Washington","S0802_C02_097",39,2014
"Washington","S0802_C02_098",NA,2014
"Washington","S0802_C02_099",NA,2014
"Washington","S0802_C02_100",NA,2014
"Washington","S0802_C02_101",NA,2014
"Washington","S0802_C03_001",335648,2014
"Washington","S0802_C03_002",4.1,2014
"Washington","S0802_C03_003",12.3,2014
"Washington","S0802_C03_004",46.3,2014
"Washington","S0802_C03_005",19.8,2014
"Washington","S0802_C03_006",8.9,2014
"Washington","S0802_C03_007",8.6,2014
"Washington","S0802_C03_008",39.3,2014
"Washington","S0802_C03_009",54.1,2014
"Washington","S0802_C03_010",45.9,2014
"Washington","S0802_C03_011",95.3,2014
"Washington","S0802_C03_012",73.1,2014
"Washington","S0802_C03_013",3.3,2014
"Washington","S0802_C03_014",1.3,2014
"Washington","S0802_C03_015",11.3,2014
"Washington","S0802_C03_016",1.2,2014
"Washington","S0802_C03_017",5.2,2014
"Washington","S0802_C03_018",4.7,2014
"Washington","S0802_C03_019",16.4,2014
"Washington","S0802_C03_020",63.1,2014
"Washington","S0802_C03_021",76.9,2014
"Washington","S0802_C03_022",23.1,2014
"Washington","S0802_C03_023",9.4,2014
"Washington","S0802_C03_024",13.7,2014
"Washington","S0802_C03_025",27.9,2014
"Washington","S0802_C03_026",14.6,2014
"Washington","S0802_C03_027",13.3,2014
"Washington","S0802_C03_028",335604,2014
"Washington","S0802_C03_029",14.7,2014
"Washington","S0802_C03_030",7.3,2014
"Washington","S0802_C03_031",16.6,2014
"Washington","S0802_C03_032",14.1,2014
"Washington","S0802_C03_033",15.3,2014
"Washington","S0802_C03_034",10.5,2014
"Washington","S0802_C03_035",4.7,2014
"Washington","S0802_C03_036",16.8,2014
"Washington","S0802_C03_037",31916,2014
"Washington","S0802_C03_038",334326,2014
"Washington","S0802_C03_039",7.8,2014
"Washington","S0802_C03_040",6.8,2014
"Washington","S0802_C03_041",85.4,2014
"Washington","S0802_C03_042",335648,2014
"Washington","S0802_C03_043",34.5,2014
"Washington","S0802_C03_044",18.2,2014
"Washington","S0802_C03_045",19.7,2014
"Washington","S0802_C03_046",14.3,2014
"Washington","S0802_C03_047",12.7,2014
"Washington","S0802_C03_048",0.6,2014
"Washington","S0802_C03_049",4.5,2014
"Washington","S0802_C03_050",8.5,2014
"Washington","S0802_C03_051",11.7,2014
"Washington","S0802_C03_052",3.1,2014
"Washington","S0802_C03_053",10.7,2014
"Washington","S0802_C03_054",3.9,2014
"Washington","S0802_C03_055",6.1,2014
"Washington","S0802_C03_056",12.3,2014
"Washington","S0802_C03_057",19.5,2014
"Washington","S0802_C03_058",8.9,2014
"Washington","S0802_C03_059",4.4,2014
"Washington","S0802_C03_060",5.4,2014
"Washington","S0802_C03_061",1.1,2014
"Washington","S0802_C03_062",78.1,2014
"Washington","S0802_C03_063",16.3,2014
"Washington","S0802_C03_064",5,2014
"Washington","S0802_C03_065",0.5,2014
"Washington","S0802_C03_066",96.3,2014
"Washington","S0802_C03_067",75.8,2014
"Washington","S0802_C03_068",20.4,2014
"Washington","S0802_C03_069",3.7,2014
"Washington","S0802_C03_070",335648,2014
"Washington","S0802_C03_071",7.1,2014
"Washington","S0802_C03_072",6.1,2014
"Washington","S0802_C03_073",6.3,2014
