"location","variable","estimate","year"
"Washington","S0802_C01_007",12.1,2016
"Washington","S0802_C01_008",41.2,2016
"Washington","S0802_C01_009",54.1,2016
"Washington","S0802_C01_010",45.9,2016
"Washington","S0802_C01_011",95.7,2016
"Washington","S0802_C01_012",77,2016
"Washington","S0802_C01_013",3.6,2016
"Washington","S0802_C01_014",0.9,2016
"Washington","S0802_C01_015",8.9,2016
"Washington","S0802_C01_016",0.6,2016
"Washington","S0802_C01_017",4.7,2016
"Washington","S0802_C01_018",4.3,2016
"Washington","S0802_C01_019",11.2,2016
"Washington","S0802_C01_020",71.4,2016
"Washington","S0802_C01_021",82.6,2016
"Washington","S0802_C01_022",17.4,2016
"Washington","S0802_C01_023",8.4,2016
"Washington","S0802_C01_024",9,2016
"Washington","S0802_C01_025",19.6,2016
"Washington","S0802_C01_026",11.6,2016
"Washington","S0802_C01_027",8,2016
"Washington","S0802_C01_028",3459005,2016
"Washington","S0802_C01_029",10.9,2016
"Washington","S0802_C01_030",5.9,2016
"Washington","S0802_C01_031",13.2,2016
"Washington","S0802_C01_032",13,2016
"Washington","S0802_C01_033",16,2016
"Washington","S0802_C01_034",12.1,2016
"Washington","S0802_C01_035",5.8,2016
"Washington","S0802_C01_036",23.1,2016
"Washington","S0802_C01_037",40705,2016
"Washington","S0802_C01_038",3436072,2016
"Washington","S0802_C01_039",5.3,2016
"Washington","S0802_C01_040",5.1,2016
"Washington","S0802_C01_041",89.6,2016
"Washington","S0802_C01_042",3459806,2016
"Washington","S0802_C01_043",40.3,2016
"Washington","S0802_C01_044",16.9,2016
"Washington","S0802_C01_045",21.1,2016
"Washington","S0802_C01_046",9.8,2016
"Washington","S0802_C01_047",11.2,2016
"Washington","S0802_C01_048",0.7,2016
"Washington","S0802_C01_049",2.7,2016
"Washington","S0802_C01_050",6.4,2016
"Washington","S0802_C01_051",10.1,2016
"Washington","S0802_C01_052",2.7,2016
"Washington","S0802_C01_053",11.7,2016
"Washington","S0802_C01_054",5.2,2016
"Washington","S0802_C01_055",7.7,2016
"Washington","S0802_C01_056",12.7,2016
"Washington","S0802_C01_057",21,2016
"Washington","S0802_C01_058",9.1,2016
"Washington","S0802_C01_059",4.4,2016
"Washington","S0802_C01_060",5,2016
"Washington","S0802_C01_061",1.3,2016
"Washington","S0802_C01_062",77.4,2016
"Washington","S0802_C01_063",16.9,2016
"Washington","S0802_C01_064",5.6,2016
"Washington","S0802_C01_065",0.1,2016
"Washington","S0802_C01_066",96.8,2016
"Washington","S0802_C01_067",80.9,2016
"Washington","S0802_C01_068",15.9,2016
"Washington","S0802_C01_069",3.2,2016
"Washington","S0802_C01_070",3256711,2016
"Washington","S0802_C01_071",6.7,2016
"Washington","S0802_C01_072",4.6,2016
"Washington","S0802_C01_073",6,2016
"Washington","S0802_C01_074",9.1,2016
"Washington","S0802_C01_075",10,2016
"Washington","S0802_C01_076",12.7,2016
"Washington","S0802_C01_077",11.6,2016
"Washington","S0802_C01_078",9.3,2016
"Washington","S0802_C01_079",5.6,2016
"Washington","S0802_C01_080",24.4,2016
"Washington","S0802_C01_081",11.6,2016
"Washington","S0802_C01_082",12.5,2016
"Washington","S0802_C01_083",15.3,2016
"Washington","S0802_C01_084",14,2016
"Washington","S0802_C01_085",6.5,2016
"Washington","S0802_C01_086",13.5,2016
"Washington","S0802_C01_087",7.4,2016
"Washington","S0802_C01_088",9.1,2016
"Washington","S0802_C01_089",10.1,2016
"Washington","S0802_C01_090",27.8,2016
"Washington","S0802_C01_091",3426599,2016
"Washington","S0802_C01_092",64,2016
"Washington","S0802_C01_093",36,2016
"Washington","S0802_C01_094",3,2016
"Washington","S0802_C01_095",18.9,2016
"Washington","S0802_C01_096",39.8,2016
"Washington","S0802_C01_097",38.3,2016
"Washington","S0802_C01_098",8.9,2016
"Washington","S0802_C01_099",18.2,2016
"Washington","S0802_C01_100",12.3,2016
"Washington","S0802_C01_101",1,2016
"Washington","S0802_C02_001",2492872,2016
"Washington","S0802_C02_002",2.8,2016
"Washington","S0802_C02_003",9,2016
"Washington","S0802_C02_004",43.9,2016
"Washington","S0802_C02_005",21.7,2016
"Washington","S0802_C02_006",10.2,2016
"Washington","S0802_C02_007",12.4,2016
"Washington","S0802_C02_008",42,2016
"Washington","S0802_C02_009",54.1,2016
"Washington","S0802_C02_010",45.9,2016
"Washington","S0802_C02_011",95.9,2016
"Washington","S0802_C02_012",78.8,2016
"Washington","S0802_C02_013",3.5,2016
"Washington","S0802_C02_014",1,2016
"Washington","S0802_C02_015",7.7,2016
"Washington","S0802_C02_016",0.6,2016
"Washington","S0802_C02_017",4.3,2016
"Washington","S0802_C02_018",4.1,2016
"Washington","S0802_C02_019",10.6,2016
"Washington","S0802_C02_020",73.4,2016
"Washington","S0802_C02_021",84.4,2016
"Washington","S0802_C02_022",15.6,2016
"Washington","S0802_C02_023",8.2,2016
"Washington","S0802_C02_024",7.4,2016
"Washington","S0802_C02_025",17.8,2016
"Washington","S0802_C02_026",10.9,2016
"Washington","S0802_C02_027",7,2016
"Washington","S0802_C02_028",2492400,2016
"Washington","S0802_C02_029",9.4,2016
"Washington","S0802_C02_030",5.8,2016
"Washington","S0802_C02_031",12.9,2016
"Washington","S0802_C02_032",13.3,2016
"Washington","S0802_C02_033",17.1,2016
"Washington","S0802_C02_034",12.8,2016
"Washington","S0802_C02_035",6,2016
"Washington","S0802_C02_036",22.7,2016
"Washington","S0802_C02_037",41294,2016
"Washington","S0802_C02_038",2486165,2016
"Washington","S0802_C02_039",4.5,2016
"Washington","S0802_C02_040",4.6,2016
"Washington","S0802_C02_041",90.8,2016
"Washington","S0802_C02_042",2492872,2016
"Washington","S0802_C02_043",39.1,2016
"Washington","S0802_C02_044",16.4,2016
"Washington","S0802_C02_045",21.9,2016
"Washington","S0802_C02_046",10.1,2016
"Washington","S0802_C02_047",11.9,2016
"Washington","S0802_C02_048",0.7,2016
"Washington","S0802_C02_049",2.2,2016
"Washington","S0802_C02_050",6.9,2016
"Washington","S0802_C02_051",11,2016
"Washington","S0802_C02_052",2.9,2016
"Washington","S0802_C02_053",11.6,2016
"Washington","S0802_C02_054",5.8,2016
"Washington","S0802_C02_055",7.2,2016
"Washington","S0802_C02_056",10.7,2016
"Washington","S0802_C02_057",22.1,2016
"Washington","S0802_C02_058",8.5,2016
"Washington","S0802_C02_059",4.5,2016
"Washington","S0802_C02_060",5.3,2016
"Washington","S0802_C02_061",1.3,2016
"Washington","S0802_C02_062",77.9,2016
"Washington","S0802_C02_063",17.6,2016
"Washington","S0802_C02_064",4.4,2016
"Washington","S0802_C02_065",0.1,2016
"Washington","S0802_C02_066",96.5,2016
"Washington","S0802_C02_067",79.5,2016
"Washington","S0802_C02_068",17.1,2016
"Washington","S0802_C02_069",3.5,2016
"Washington","S0802_C02_070",2492872,2016
"Washington","S0802_C02_071",6.8,2016
"Washington","S0802_C02_072",4.6,2016
"Washington","S0802_C02_073",5.9,2016
"Washington","S0802_C02_074",9.2,2016
"Washington","S0802_C02_075",10.2,2016
"Washington","S0802_C02_076",13,2016
"Washington","S0802_C02_077",11.8,2016
"Washington","S0802_C02_078",9.2,2016
"Washington","S0802_C02_079",5.3,2016
"Washington","S0802_C02_080",23.9,2016
"Washington","S0802_C02_081",11.4,2016
"Washington","S0802_C02_082",13.4,2016
"Washington","S0802_C02_083",16.6,2016
"Washington","S0802_C02_084",15,2016
"Washington","S0802_C02_085",6.9,2016
"Washington","S0802_C02_086",13.4,2016
"Washington","S0802_C02_087",7.1,2016
"Washington","S0802_C02_088",8.4,2016
"Washington","S0802_C02_089",7.9,2016
"Washington","S0802_C02_090",26.1,2016
"Washington","S0802_C02_091",2485472,2016
"Washington","S0802_C02_092",66.8,2016
"Washington","S0802_C02_093",33.2,2016
"Washington","S0802_C02_094",1,2016
"Washington","S0802_C02_095",16.6,2016
"Washington","S0802_C02_096",41.4,2016
"Washington","S0802_C02_097",41,2016
"Washington","S0802_C02_098",NA,2016
"Washington","S0802_C02_099",NA,2016
"Washington","S0802_C02_100",NA,2016
"Washington","S0802_C02_101",NA,2016
"Washington","S0802_C03_001",341795,2016
"Washington","S0802_C03_002",4.5,2016
"Washington","S0802_C03_003",11.1,2016
"Washington","S0802_C03_004",48.9,2016
"Washington","S0802_C03_005",19.5,2016
"Washington","S0802_C03_006",7.7,2016
"Washington","S0802_C03_007",8.3,2016
"Washington","S0802_C03_008",38.1,2016
"Washington","S0802_C03_009",53.3,2016
"Washington","S0802_C03_010",46.7,2016
"Washington","S0802_C03_011",96,2016
"Washington","S0802_C03_012",69.3,2016
"Washington","S0802_C03_013",3.1,2016
"Washington","S0802_C03_014",1.1,2016
"Washington","S0802_C03_015",12.9,2016
"Washington","S0802_C03_016",1.2,2016
"Washington","S0802_C03_017",8.3,2016
"Washington","S0802_C03_018",4,2016
"Washington","S0802_C03_019",18,2016
"Washington","S0802_C03_020",60.8,2016
"Washington","S0802_C03_021",73.2,2016
"Washington","S0802_C03_022",26.8,2016
"Washington","S0802_C03_023",10.2,2016
"Washington","S0802_C03_024",16.6,2016
"Washington","S0802_C03_025",30.9,2016
"Washington","S0802_C03_026",15.6,2016
"Washington","S0802_C03_027",15.3,2016
"Washington","S0802_C03_028",341705,2016
"Washington","S0802_C03_029",14.4,2016
"Washington","S0802_C03_030",6.8,2016
"Washington","S0802_C03_031",14.2,2016
"Washington","S0802_C03_032",14.5,2016
"Washington","S0802_C03_033",15.7,2016
"Washington","S0802_C03_034",10.7,2016
"Washington","S0802_C03_035",5.3,2016
"Washington","S0802_C03_036",18.4,2016
"Washington","S0802_C03_037",35052,2016
"Washington","S0802_C03_038",340616,2016
"Washington","S0802_C03_039",6.9,2016
"Washington","S0802_C03_040",6.8,2016
"Washington","S0802_C03_041",86.3,2016
"Washington","S0802_C03_042",341795,2016
"Washington","S0802_C03_043",35,2016
"Washington","S0802_C03_044",17.7,2016
"Washington","S0802_C03_045",17.7,2016
"Washington","S0802_C03_046",15.9,2016
"Washington","S0802_C03_047",13.2,2016
"Washington","S0802_C03_048",0.4,2016
"Washington","S0802_C03_049",5.7,2016
"Washington","S0802_C03_050",8.9,2016
"Washington","S0802_C03_051",10.9,2016
"Washington","S0802_C03_052",2.3,2016
"Washington","S0802_C03_053",11.3,2016
"Washington","S0802_C03_054",4.4,2016
"Washington","S0802_C03_055",6,2016
"Washington","S0802_C03_056",12.5,2016
"Washington","S0802_C03_057",19.5,2016
"Washington","S0802_C03_058",9.6,2016
"Washington","S0802_C03_059",3.9,2016
"Washington","S0802_C03_060",4.3,2016
"Washington","S0802_C03_061",0.9,2016
"Washington","S0802_C03_062",79.7,2016
"Washington","S0802_C03_063",15.2,2016
"Washington","S0802_C03_064",5,2016
"Washington","S0802_C03_065",0.2,2016
"Washington","S0802_C03_066",97.3,2016
"Washington","S0802_C03_067",75.2,2016
"Washington","S0802_C03_068",22.1,2016
"Washington","S0802_C03_069",2.7,2016
"Washington","S0802_C03_070",341795,2016
"Washington","S0802_C03_071",8.4,2016
"Washington","S0802_C03_072",5.4,2016
"Washington","S0802_C03_073",7.4,2016
"Washington","S0802_C03_074",9.7,2016
"Washington","S0802_C03_075",10.6,2016
"Washington","S0802_C03_076",11.9,2016
"Washington","S0802_C03_077",10.3,2016
"Washington","S0802_C03_078",7.7,2016
"Washington","S0802_C03_079",5.4,2016
"Washington","S0802_C03_080",23.2,2016
"Washington","S0802_C03_081",9.2,2016
"Washington","S0802_C03_082",11.3,2016
"Washington","S0802_C03_083",12.4,2016
"Washington","S0802_C03_084",12.9,2016
"Washington","S0802_C03_085",5.9,2016
"Washington","S0802_C03_086",15.3,2016
"Washington","S0802_C03_087",9.2,2016
"Washington","S0802_C03_088",11,2016
"Washington","S0802_C03_089",12.7,2016
"Washington","S0802_C03_090",30.9,2016
"Washington","S0802_C03_091",340378,2016
"Washington","S0802_C03_092",60.1,2016
"Washington","S0802_C03_093",39.9,2016
"Washington","S0802_C03_094",3.1,2016
"Washington","S0802_C03_095",19.8,2016
"Washington","S0802_C03_096",36.4,2016
"Washington","S0802_C03_097",40.6,2016
"Washington","S0802_C03_098",NA,2016
"Washington","S0802_C03_099",NA,2016
"Washington","S0802_C03_100",NA,2016
"Washington","S0802_C03_101",NA,2016
"Washington","S0802_C04_001",220132,2016
"Washington","S0802_C04_002",3.8,2016
"Washington","S0802_C04_003",13.2,2016
"Washington","S0802_C04_004",51.4,2016
"Washington","S0802_C04_005",15.6,2016
"Washington","S0802_C04_006",6.9,2016
"Washington","S0802_C04_007",9,2016
"Washington","S0802_C04_008",35.7,2016
"Washington","S0802_C04_009",52.7,2016
"Washington","S0802_C04_010",47.3,2016
"Washington","S0802_C04_011",93.9,2016
"Washington","S0802_C04_012",65,2016
"Washington","S0802_C04_013",6.1,2016
"Washington","S0802_C04_014",0.6,2016
"Washington","S0802_C04_015",17.1,2016
"Washington","S0802_C04_016",0.5,2016
"Washington","S0802_C04_017",4.7,2016
"Washington","S0802_C04_018",6.1,2016
"Washington","S0802_C04_019",9.5,2016
"Washington","S0802_C04_020",61.2,2016
"Washington","S0802_C04_021",75.7,2016
"Washington","S0802_C04_022",24.3,2016
"Washington","S0802_C04_023",9.4,2016
"Washington","S0802_C04_024",14.9,2016
"Washington","S0802_C04_025",24.5,2016
"Washington","S0802_C04_026",15.6,2016
"Washington","S0802_C04_027",8.9,2016
"Washington","S0802_C04_028",220132,2016
"Washington","S0802_C04_029",12.2,2016
"Washington","S0802_C04_030",5.7,2016
"Washington","S0802_C04_031",12.3,2016
"Washington","S0802_C04_032",10.9,2016
"Washington","S0802_C04_033",13.7,2016
"Washington","S0802_C04_034",10.6,2016
"Washington","S0802_C04_035",7.3,2016
"Washington","S0802_C04_036",27.4,2016
"Washington","S0802_C04_037",43889,2016
"Washington","S0802_C04_038",218793,2016
"Washington","S0802_C04_039",7.6,2016
"Washington","S0802_C04_040",5.3,2016
"Washington","S0802_C04_041",87,2016
"Washington","S0802_C04_042",220132,2016
"Washington","S0802_C04_043",51.1,2016
"Washington","S0802_C04_044",17.5,2016
"Washington","S0802_C04_045",21.2,2016
"Washington","S0802_C04_046",3.1,2016
"Washington","S0802_C04_047",6.9,2016
"Washington","S0802_C04_048",0.3,2016
"Washington","S0802_C04_049",0.8,2016
"Washington","S0802_C04_050",2.5,2016
"Washington","S0802_C04_051",4.9,2016
"Washington","S0802_C04_052",1.2,2016
"Washington","S0802_C04_053",15.3,2016
"Washington","S0802_C04_054",4.2,2016
"Washington","S0802_C04_055",9,2016
"Washington","S0802_C04_056",21.7,2016
"Washington","S0802_C04_057",18.6,2016
"Washington","S0802_C04_058",13.2,2016
"Washington","S0802_C04_059",2.9,2016
"Washington","S0802_C04_060",5.1,2016
"Washington","S0802_C04_061",0.6,2016
"Washington","S0802_C04_062",81.3,2016
"Washington","S0802_C04_063",17,2016
"Washington","S0802_C04_064",1.7,2016
"Washington","S0802_C04_065",0.1,2016
"Washington","S0802_C04_066",98.5,2016
"Washington","S0802_C04_067",80.9,2016
"Washington","S0802_C04_068",17.5,2016
"Washington","S0802_C04_069",1.5,2016
"Washington","S0802_C04_070",220132,2016
"Washington","S0802_C04_071",4.2,2016
"Washington","S0802_C04_072",4.6,2016
"Washington","S0802_C04_073",6,2016
"Washington","S0802_C04_074",10,2016
"Washington","S0802_C04_075",9.4,2016
"Washington","S0802_C04_076",13.2,2016
"Washington","S0802_C04_077",10.7,2016
"Washington","S0802_C04_078",10.4,2016
"Washington","S0802_C04_079",7.9,2016
"Washington","S0802_C04_080",23.6,2016
"Washington","S0802_C04_081",1.1,2016
"Washington","S0802_C04_082",2,2016
"Washington","S0802_C04_083",5.2,2016
"Washington","S0802_C04_084",7.9,2016
"Washington","S0802_C04_085",3.9,2016
"Washington","S0802_C04_086",15.6,2016
"Washington","S0802_C04_087",11.1,2016
"Washington","S0802_C04_088",18.9,2016
"Washington","S0802_C04_089",34.2,2016
"Washington","S0802_C04_090",48.6,2016
"Washington","S0802_C04_091",216868,2016
"Washington","S0802_C04_092",48,2016
"Washington","S0802_C04_093",52,2016
"Washington","S0802_C04_094",15.6,2016
"Washington","S0802_C04_095",31.2,2016
"Washington","S0802_C04_096",32.5,2016
"Washington","S0802_C04_097",20.8,2016
"Washington","S0802_C04_098",NA,2016
"Washington","S0802_C04_099",NA,2016
"Washington","S0802_C04_100",NA,2016
"Washington","S0802_C04_101",NA,2016
"Washington","S0802_C01_001",3566785,2017
"Washington","S0802_C01_002",3.1,2017
"Washington","S0802_C01_003",9.5,2017
"Washington","S0802_C01_004",45.4,2017
"Washington","S0802_C01_005",20.5,2017
"Washington","S0802_C01_006",9.3,2017
"Washington","S0802_C01_007",12.2,2017
"Washington","S0802_C01_008",40.9,2017
"Washington","S0802_C01_009",54.3,2017
"Washington","S0802_C01_010",45.7,2017
"Washington","S0802_C01_011",95.6,2017
"Washington","S0802_C01_012",76.4,2017
"Washington","S0802_C01_013",3.8,2017
"Washington","S0802_C01_014",1,2017
"Washington","S0802_C01_015",9.3,2017
"Washington","S0802_C01_016",0.6,2017
"Washington","S0802_C01_017",4.5,2017
"Washington","S0802_C01_018",4.4,2017
"Washington","S0802_C01_019",11.5,2017
"Washington","S0802_C01_020",70.3,2017
"Washington","S0802_C01_021",82.4,2017
"Washington","S0802_C01_022",17.6,2017
"Washington","S0802_C01_023",8.5,2017
"Washington","S0802_C01_024",9.1,2017
"Washington","S0802_C01_025",19.8,2017
"Washington","S0802_C01_026",12.1,2017
"Washington","S0802_C01_027",7.7,2017
"Washington","S0802_C01_028",3565727,2017
"Washington","S0802_C01_029",10.2,2017
"Washington","S0802_C01_030",5.9,2017
"Washington","S0802_C01_031",12.4,2017
"Washington","S0802_C01_032",12.6,2017
"Washington","S0802_C01_033",15.6,2017
"Washington","S0802_C01_034",12.7,2017
"Washington","S0802_C01_035",6,2017
"Washington","S0802_C01_036",24.6,2017
"Washington","S0802_C01_037",42048,2017
"Washington","S0802_C01_038",3542595,2017
"Washington","S0802_C01_039",5,2017
"Washington","S0802_C01_040",4.6,2017
"Washington","S0802_C01_041",90.3,2017
"Washington","S0802_C01_042",3566785,2017
"Washington","S0802_C01_043",41.2,2017
"Washington","S0802_C01_044",16.3,2017
"Washington","S0802_C01_045",21.2,2017
"Washington","S0802_C01_046",9.4,2017
"Washington","S0802_C01_047",11.2,2017
"Washington","S0802_C01_048",0.7,2017
"Washington","S0802_C01_049",2.3,2017
"Washington","S0802_C01_050",6.8,2017
"Washington","S0802_C01_051",9.7,2017
"Washington","S0802_C01_052",2.9,2017
"Washington","S0802_C01_053",11.6,2017
"Washington","S0802_C01_054",5.1,2017
"Washington","S0802_C01_055",7.3,2017
"Washington","S0802_C01_056",12.9,2017
"Washington","S0802_C01_057",21.4,2017
"Washington","S0802_C01_058",9.1,2017
"Washington","S0802_C01_059",4.6,2017
"Washington","S0802_C01_060",5,2017
"Washington","S0802_C01_061",1.3,2017
"Washington","S0802_C01_062",77.7,2017
"Washington","S0802_C01_063",16.5,2017
"Washington","S0802_C01_064",5.6,2017
"Washington","S0802_C01_065",0.1,2017
"Washington","S0802_C01_066",97,2017
"Washington","S0802_C01_067",81.2,2017
"Washington","S0802_C01_068",15.8,2017
"Washington","S0802_C01_069",3,2017
"Washington","S0802_C01_070",3341029,2017
"Washington","S0802_C01_071",6.4,2017
"Washington","S0802_C01_072",5,2017
"Washington","S0802_C01_073",6.1,2017
"Washington","S0802_C01_074",8.9,2017
"Washington","S0802_C01_075",10.1,2017
"Washington","S0802_C01_076",12.8,2017
"Washington","S0802_C01_077",11.5,2017
"Washington","S0802_C01_078",9.2,2017
"Washington","S0802_C01_079",5.7,2017
"Washington","S0802_C01_080",24.3,2017
"Washington","S0802_C01_081",11.3,2017
"Washington","S0802_C01_082",12.7,2017
"Washington","S0802_C01_083",14.6,2017
"Washington","S0802_C01_084",14,2017
"Washington","S0802_C01_085",6.7,2017
"Washington","S0802_C01_086",13.9,2017
"Washington","S0802_C01_087",7.7,2017
"Washington","S0802_C01_088",9.1,2017
"Washington","S0802_C01_089",10.1,2017
"Washington","S0802_C01_090",27.9,2017
"Washington","S0802_C01_091",3536147,2017
"Washington","S0802_C01_092",64.5,2017
"Washington","S0802_C01_093",35.5,2017
"Washington","S0802_C01_094",2.8,2017
"Washington","S0802_C01_095",19.1,2017
"Washington","S0802_C01_096",39.8,2017
"Washington","S0802_C01_097",38.3,2017
"Washington","S0802_C01_098",8.8,2017
"Washington","S0802_C01_099",19.4,2017
"Washington","S0802_C01_100",12.6,2017
"Washington","S0802_C01_101",1.1,2017
"Washington","S0802_C02_001",2558090,2017
"Washington","S0802_C02_002",2.9,2017
"Washington","S0802_C02_003",8.9,2017
"Washington","S0802_C02_004",44.8,2017
"Washington","S0802_C02_005",21,2017
"Washington","S0802_C02_006",9.9,2017
"Washington","S0802_C02_007",12.5,2017
"Washington","S0802_C02_008",41.6,2017
"Washington","S0802_C02_009",54.3,2017
"Washington","S0802_C02_010",45.7,2017
"Washington","S0802_C02_011",95.9,2017
"Washington","S0802_C02_012",78.5,2017
"Washington","S0802_C02_013",3.6,2017
"Washington","S0802_C02_014",1.1,2017
"Washington","S0802_C02_015",8,2017
"Washington","S0802_C02_016",0.6,2017
"Washington","S0802_C02_017",4.2,2017
"Washington","S0802_C02_018",4.1,2017
"Washington","S0802_C02_019",11.5,2017
"Washington","S0802_C02_020",72.1,2017
"Washington","S0802_C02_021",84,2017
"Washington","S0802_C02_022",16,2017
"Washington","S0802_C02_023",8.2,2017
"Washington","S0802_C02_024",7.8,2017
"Washington","S0802_C02_025",18.2,2017
"Washington","S0802_C02_026",11.2,2017
"Washington","S0802_C02_027",7,2017
"Washington","S0802_C02_028",2557388,2017
"Washington","S0802_C02_029",8.9,2017
"Washington","S0802_C02_030",5.5,2017
"Washington","S0802_C02_031",12.2,2017
"Washington","S0802_C02_032",13.2,2017
"Washington","S0802_C02_033",16.2,2017
"Washington","S0802_C02_034",13.5,2017
"Washington","S0802_C02_035",6.4,2017
"Washington","S0802_C02_036",24,2017
"Washington","S0802_C02_037",42621,2017
"Washington","S0802_C02_038",2552491,2017
"Washington","S0802_C02_039",4.4,2017
"Washington","S0802_C02_040",4.2,2017
"Washington","S0802_C02_041",91.5,2017
"Washington","S0802_C02_042",2558090,2017
"Washington","S0802_C02_043",39.3,2017
"Washington","S0802_C02_044",15.9,2017
"Washington","S0802_C02_045",21.9,2017
"Washington","S0802_C02_046",9.9,2017
"Washington","S0802_C02_047",12.3,2017
"Washington","S0802_C02_048",0.7,2017
"Washington","S0802_C02_049",2.1,2017
"Washington","S0802_C02_050",7,2017
"Washington","S0802_C02_051",10.7,2017
"Washington","S0802_C02_052",3.2,2017
"Washington","S0802_C02_053",11.4,2017
"Washington","S0802_C02_054",5.7,2017
"Washington","S0802_C02_055",6.8,2017
"Washington","S0802_C02_056",10.7,2017
"Washington","S0802_C02_057",22.4,2017
"Washington","S0802_C02_058",8.6,2017
"Washington","S0802_C02_059",4.8,2017
"Washington","S0802_C02_060",5.3,2017
"Washington","S0802_C02_061",1.3,2017
"Washington","S0802_C02_062",78.4,2017
"Washington","S0802_C02_063",17.2,2017
"Washington","S0802_C02_064",4.3,2017
"Washington","S0802_C02_065",0.1,2017
"Washington","S0802_C02_066",96.7,2017
"Washington","S0802_C02_067",79.6,2017
"Washington","S0802_C02_068",17.2,2017
"Washington","S0802_C02_069",3.3,2017
"Washington","S0802_C02_070",2558090,2017
"Washington","S0802_C02_071",6.7,2017
"Washington","S0802_C02_072",5,2017
"Washington","S0802_C02_073",6.2,2017
"Washington","S0802_C02_074",8.9,2017
"Washington","S0802_C02_075",10.3,2017
"Washington","S0802_C02_076",13,2017
"Washington","S0802_C02_077",11.7,2017
"Washington","S0802_C02_078",9,2017
"Washington","S0802_C02_079",5.6,2017
"Washington","S0802_C02_080",23.7,2017
"Washington","S0802_C02_081",11.3,2017
"Washington","S0802_C02_082",13.9,2017
"Washington","S0802_C02_083",15.6,2017
"Washington","S0802_C02_084",14.8,2017
"Washington","S0802_C02_085",7,2017
"Washington","S0802_C02_086",14,2017
"Washington","S0802_C02_087",7.6,2017
"Washington","S0802_C02_088",8.1,2017
"Washington","S0802_C02_089",7.7,2017
"Washington","S0802_C02_090",26,2017
"Washington","S0802_C02_091",2551647,2017
"Washington","S0802_C02_092",67.1,2017
"Washington","S0802_C02_093",32.9,2017
"Washington","S0802_C02_094",1,2017
"Washington","S0802_C02_095",16.5,2017
"Washington","S0802_C02_096",41.1,2017
"Washington","S0802_C02_097",41.4,2017
"Washington","S0802_C02_098",NA,2017
"Washington","S0802_C02_099",NA,2017
"Washington","S0802_C02_100",NA,2017
"Washington","S0802_C02_101",NA,2017
"Washington","S0802_C03_001",362924,2017
"Washington","S0802_C03_002",4,2017
"Washington","S0802_C03_003",10.5,2017
"Washington","S0802_C03_004",48.9,2017
"Washington","S0802_C03_005",21.4,2017
"Washington","S0802_C03_006",7.3,2017
"Washington","S0802_C03_007",8,2017
"Washington","S0802_C03_008",38.9,2017
"Washington","S0802_C03_009",54,2017
"Washington","S0802_C03_010",46,2017
"Washington","S0802_C03_011",94.5,2017
"Washington","S0802_C03_012",66.4,2017
"Washington","S0802_C03_013",4,2017
"Washington","S0802_C03_014",0.8,2017
"Washington","S0802_C03_015",14,2017
"Washington","S0802_C03_016",1,2017
"Washington","S0802_C03_017",8.4,2017
"Washington","S0802_C03_018",5.5,2017
"Washington","S0802_C03_019",16.8,2017
"Washington","S0802_C03_020",58.9,2017
"Washington","S0802_C03_021",71.8,2017
"Washington","S0802_C03_022",28.2,2017
"Washington","S0802_C03_023",11.5,2017
"Washington","S0802_C03_024",16.7,2017
"Washington","S0802_C03_025",31.7,2017
"Washington","S0802_C03_026",16.6,2017
"Washington","S0802_C03_027",15.2,2017
"Washington","S0802_C03_028",362731,2017
"Washington","S0802_C03_029",11.5,2017
"Washington","S0802_C03_030",7.2,2017
"Washington","S0802_C03_031",14.3,2017
"Washington","S0802_C03_032",13.4,2017
"Washington","S0802_C03_033",16.3,2017
"Washington","S0802_C03_034",10.9,2017
"Washington","S0802_C03_035",5.2,2017
"Washington","S0802_C03_036",21.1,2017
"Washington","S0802_C03_037",37639,2017
"Washington","S0802_C03_038",361793,2017
"Washington","S0802_C03_039",5.3,2017
"Washington","S0802_C03_040",6.9,2017
"Washington","S0802_C03_041",87.8,2017
"Washington","S0802_C03_042",362924,2017
"Washington","S0802_C03_043",35.4,2017
"Washington","S0802_C03_044",18.8,2017
"Washington","S0802_C03_045",18.4,2017
"Washington","S0802_C03_046",14.8,2017
"Washington","S0802_C03_047",11.9,2017
"Washington","S0802_C03_048",0.7,2017
"Washington","S0802_C03_049",3.9,2017
"Washington","S0802_C03_050",10.9,2017
"Washington","S0802_C03_051",9.4,2017
"Washington","S0802_C03_052",2.5,2017
"Washington","S0802_C03_053",12.2,2017
"Washington","S0802_C03_054",4.3,2017
"Washington","S0802_C03_055",5.6,2017
"Washington","S0802_C03_056",12.5,2017
"Washington","S0802_C03_057",20.1,2017
"Washington","S0802_C03_058",9.5,2017
"Washington","S0802_C03_059",3.8,2017
"Washington","S0802_C03_060",4.1,2017
"Washington","S0802_C03_061",1.3,2017
"Washington","S0802_C03_062",79.9,2017
"Washington","S0802_C03_063",15.3,2017
"Washington","S0802_C03_064",4.6,2017
"Washington","S0802_C03_065",0.2,2017
"Washington","S0802_C03_066",96.5,2017
"Washington","S0802_C03_067",77.7,2017
"Washington","S0802_C03_068",18.8,2017
"Washington","S0802_C03_069",3.5,2017
"Washington","S0802_C03_070",362924,2017
"Washington","S0802_C03_071",6.6,2017
"Washington","S0802_C03_072",6.3,2017
"Washington","S0802_C03_073",6.3,2017
"Washington","S0802_C03_074",9.5,2017
